extraction_key,chart_id,is_original,perturbation_type,intensity,status,file_exists,in_failure_log,json_valid,phase,meta_chart_title,meta_chart_type,meta_confidence,meta_completeness,meta_data_points,meta_timestamp,meta_model,meta_attempt,meta_response_time,failure_error_type,failure_error_message,failure_error_timestamp,failure_retry_attempt,failure_extraction_phase
chart_011_advanced_scatter_original,chart_011_advanced_scatter,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),scatter,high,complete,12.0,2025-07-29T19:18:22.230495,gpt-4o,1.0,9.266956329345703,,,,,
chart_012_complex_line_original,chart_012_complex_line,True,none,none,success,True,False,True,phase2,Product Line Profitability - (Business Analytics),line,medium,complete,10.0,2025-07-29T19:18:34.447089,gpt-4o,1.0,11.2119140625,,,,,
chart_013_complex_pie_original,chart_013_complex_pie,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),pie,high,complete,12.0,2025-07-29T19:18:45.459338,gpt-4o,1.0,10.00845718383789,,,,,
chart_014_complex_bar_original,chart_014_complex_bar,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,high,complete,44.0,2025-07-29T19:19:39.558476,gpt-4o,1.0,53.08569884300232,,,,,
chart_015_advanced_pie_original,chart_015_advanced_pie,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,11.0,2025-07-29T19:19:49.998541,gpt-4o,1.0,9.426175594329834,,,,,
chart_016_medium_scatter_original,chart_016_medium_scatter,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,6.0,2025-07-29T19:19:58.938932,gpt-4o,1.0,7.935404300689697,,,,,
chart_017_advanced_line_original,chart_017_advanced_line,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,12.0,2025-07-29T19:20:12.836705,gpt-4o,1.0,12.896478652954102,,,,,
chart_018_advanced_bar_original,chart_018_advanced_bar,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,high,complete,13.0,2025-07-29T19:20:22.555487,gpt-4o,1.0,8.714233160018921,,,,,
chart_019_complex_bar_original,chart_019_complex_bar,True,none,none,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),grouped_bar,high,complete,32.0,2025-07-29T19:20:51.545521,gpt-4o,1.0,27.98767066001892,,,,,
chart_020_complex_line_original,chart_020_complex_line,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,partial,11.0,2025-07-29T19:21:05.528997,gpt-4o,1.0,12.979791164398193,,,,,
chart_021_medium_area_original,chart_021_medium_area,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,9.0,2025-07-29T19:21:13.873179,gpt-4o,1.0,7.341376781463623,,,,,
chart_022_complex_scatter_original,chart_022_complex_scatter,True,none,none,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),scatter,medium,complete,8.0,2025-07-29T19:21:25.694242,gpt-4o,1.0,10.819329261779785,,,,,
chart_023_complex_line_original,chart_023_complex_line,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,partial,11.0,2025-07-29T19:21:40.737328,gpt-4o,1.0,14.040310144424438,,,,,
chart_024_advanced_scatter_original,chart_024_advanced_scatter,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,10.0,2025-07-29T19:21:55.402902,gpt-4o,1.0,13.658952713012695,,,,,
chart_025_medium_scatter_original,chart_025_medium_scatter,True,none,none,success,True,False,True,phase2,Product Line Profitability - (Business Analytics),scatter,medium,complete,6.0,2025-07-29T19:22:05.574257,gpt-4o,1.0,9.170189380645752,,,,,
chart_026_medium_bar_original,chart_026_medium_bar,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,medium,complete,14.0,2025-07-29T19:22:20.565908,gpt-4o,1.0,13.989728927612305,,,,,
chart_027_complex_bar_original,chart_027_complex_bar,True,none,none,success,True,False,True,phase2,Product Line Profitability - (Business Analytics),grouped_bar,high,complete,36.0,2025-07-29T19:23:07.529976,gpt-4o,1.0,45.95931315422058,,,,,
chart_028_medium_scatter_original,chart_028_medium_scatter,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),scatter,medium,complete,7.0,2025-07-29T19:23:18.339885,gpt-4o,1.0,9.803759574890137,,,,,
chart_029_complex_line_original,chart_029_complex_line,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,medium,complete,12.0,2025-07-29T19:23:31.143995,gpt-4o,1.0,11.80051326751709,,,,,
chart_030_medium_bar_original,chart_030_medium_bar,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,12.0,2025-07-29T19:23:43.744944,gpt-4o,1.0,11.596643447875977,,,,,
chart_031_complex_scatter_original,chart_031_complex_scatter,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),scatter,high,complete,9.0,2025-07-29T19:23:57.930206,gpt-4o,1.0,13.180312871932983,,,,,
chart_032_complex_area_original,chart_032_complex_area,True,none,none,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,partial,8.0,2025-07-29T19:24:05.282080,gpt-4o,1.0,6.345396995544434,,,,,
chart_033_advanced_area_original,chart_033_advanced_area,True,none,none,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,complete,40.0,2025-07-29T19:25:00.039130,gpt-4o,1.0,53.752814292907715,,,,,
chart_034_medium_pie_original,chart_034_medium_pie,True,none,none,success,True,False,True,phase2,Product Line Profitability - (Business Analytics),pie,high,complete,9.0,2025-07-29T19:25:09.883792,gpt-4o,1.0,8.842191219329834,,,,,
chart_035_medium_bar_original,chart_035_medium_bar,True,none,none,success,True,False,True,phase2,Product Line Profitability - (Business Analytics),grouped_bar,high,complete,12.0,2025-07-29T19:25:25.472634,gpt-4o,1.0,14.586883068084717,,,,,
chart_036_complex_bar_original,chart_036_complex_bar,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,21.0,2025-07-29T19:25:49.011771,gpt-4o,1.0,22.534386157989502,,,,,
chart_037_advanced_scatter_original,chart_037_advanced_scatter,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,9.0,2025-07-29T19:26:01.893867,gpt-4o,1.0,11.879421949386597,,,,,
chart_038_medium_line_original,chart_038_medium_line,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,high,complete,7.0,2025-07-29T19:26:11.237379,gpt-4o,1.0,8.340873718261719,,,,,
chart_039_medium_line_original,chart_039_medium_line,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,high,complete,14.0,2025-07-29T19:26:27.528948,gpt-4o,1.0,15.289037466049194,,,,,
chart_040_medium_line_original,chart_040_medium_line,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,9.0,2025-07-29T19:26:40.720802,gpt-4o,1.0,12.189406156539917,,,,,
chart_041_advanced_bar_original,chart_041_advanced_bar,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-29T19:26:59.487658,gpt-4o,1.0,17.7645366191864,,,,,
chart_042_complex_scatter_original,chart_042_complex_scatter,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,6.0,2025-07-29T19:27:10.968692,gpt-4o,1.0,10.476842880249023,,,,,
chart_043_medium_line_original,chart_043_medium_line,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,high,complete,7.0,2025-07-29T19:27:18.554798,gpt-4o,1.0,6.583008289337158,,,,,
chart_044_complex_scatter_original,chart_044_complex_scatter,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,4.0,2025-07-29T19:27:26.805619,gpt-4o,1.0,7.24692177772522,,,,,
chart_045_medium_area_original,chart_045_medium_area,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,10.0,2025-07-29T19:27:40.385564,gpt-4o,1.0,12.575223922729492,,,,,
chart_046_medium_line_original,chart_046_medium_line,True,none,none,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,complete,8.0,2025-07-29T19:27:50.989797,gpt-4o,1.0,9.602248668670654,,,,,
chart_047_medium_bar_original,chart_047_medium_bar,True,none,none,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-29T19:28:10.038933,gpt-4o,1.0,18.044203758239746,,,,,
chart_048_medium_pie_original,chart_048_medium_pie,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-29T19:28:21.044343,gpt-4o,1.0,10.00220537185669,,,,,
chart_049_medium_bar_original,chart_049_medium_bar,True,none,none,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8.0,2025-07-29T19:28:34.029768,gpt-4o,1.0,11.984166145324707,,,,,
chart_050_complex_bar_original,chart_050_complex_bar,True,none,none,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,33.0,2025-07-29T19:29:04.380926,gpt-4o,1.0,29.347490072250366,,,,,
chart_051_medium_line_original,chart_051_medium_line,True,none,none,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,high,complete,12.0,2025-07-29T19:29:19.001651,gpt-4o,1.0,13.615743637084961,,,,,
chart_052_complex_bar_original,chart_052_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,33.0,2025-07-29T19:30:18.477294,gpt-4o,1.0,58.4710750579834,,,,,
chart_053_complex_bar_original,chart_053_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-29T19:30:48.088762,gpt-4o,1.0,28.609288930892944,,,,,
chart_054_advanced_bar_original,chart_054_advanced_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,11.0,2025-07-29T19:31:00.569373,gpt-4o,1.0,11.478611469268799,,,,,
chart_055_medium_pie_original,chart_055_medium_pie,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),pie,high,complete,9.0,2025-07-29T19:31:11.803819,gpt-4o,1.0,10.230295419692993,,,,,
chart_056_advanced_area_original,chart_056_advanced_area,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),line,medium,partial,13.0,2025-07-29T19:31:58.926102,gpt-4o,1.0,46.12006425857544,,,,,
chart_057_advanced_area_original,chart_057_advanced_area,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),line,high,complete,28.0,2025-07-29T19:33:53.640654,gpt-4o,2.0,113.712078332901,,,,,
chart_058_complex_bar_original,chart_058_complex_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,24.0,2025-07-29T19:34:15.757041,gpt-4o,1.0,21.111501216888428,,,,,
chart_059_medium_bar_original,chart_059_medium_bar,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),grouped_bar,high,complete,16.0,2025-07-29T19:34:34.499937,gpt-4o,1.0,17.740936517715454,,,,,
chart_060_complex_line_original,chart_060_complex_line,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),area,medium,partial,9.0,2025-07-29T19:34:44.141184,gpt-4o,1.0,8.638941526412964,,,,,
chart_061_medium_bar_original,chart_061_medium_bar,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),grouped_bar,high,complete,21.0,2025-07-29T19:35:05.505816,gpt-4o,1.0,20.36233353614807,,,,,
chart_062_medium_bar_original,chart_062_medium_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,21.0,2025-07-29T19:35:23.305635,gpt-4o,1.0,16.796785593032837,,,,,
chart_063_complex_bar_original,chart_063_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,32.0,2025-07-29T19:35:47.045767,gpt-4o,1.0,22.736282348632812,,,,,
chart_064_advanced_bar_original,chart_064_advanced_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,11.0,2025-07-29T19:35:56.653571,gpt-4o,1.0,8.606151819229126,,,,,
chart_065_advanced_bar_original,chart_065_advanced_bar,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),grouped_bar,high,complete,14.0,2025-07-29T19:36:08.701157,gpt-4o,1.0,11.042142391204834,,,,,
chart_066_complex_bar_original,chart_066_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,27.0,2025-07-29T19:36:28.187616,gpt-4o,1.0,18.048205137252808,,,,,
chart_067_advanced_line_original,chart_067_advanced_line,True,none,none,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,high,partial,13.0,2025-07-29T19:36:41.097272,gpt-4o,1.0,11.905882835388184,,,,,
chart_068_medium_line_original,chart_068_medium_line,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),line,high,complete,16.0,2025-07-29T19:36:53.569408,gpt-4o,1.0,11.468356847763062,,,,,
chart_069_complex_pie_original,chart_069_complex_pie,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),pie,high,complete,12.0,2025-07-29T19:37:05.220899,gpt-4o,1.0,10.645840406417847,,,,,
chart_070_advanced_pie_original,chart_070_advanced_pie,True,none,none,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),pie,high,complete,11.0,2025-07-29T19:37:15.690258,gpt-4o,1.0,9.46473741531372,,,,,
chart_071_advanced_bar_original,chart_071_advanced_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,13.0,2025-07-29T19:38:30.091376,gpt-4o,1.0,73.39902830123901,,,,,
chart_072_advanced_scatter_original,chart_072_advanced_scatter,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),scatter,high,complete,11.0,2025-07-29T19:38:40.198547,gpt-4o,1.0,9.104336500167847,,,,,
chart_073_medium_scatter_original,chart_073_medium_scatter,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),scatter,medium,complete,5.0,2025-07-29T19:38:49.484245,gpt-4o,1.0,8.281789064407349,,,,,
chart_074_advanced_line_original,chart_074_advanced_line,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),line,high,partial,11.0,2025-07-29T19:39:00.374562,gpt-4o,1.0,9.887233972549438,,,,,
chart_075_medium_bar_original,chart_075_medium_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,16.0,2025-07-29T19:39:16.963716,gpt-4o,1.0,15.586618423461914,,,,,
chart_076_advanced_bar_original,chart_076_advanced_bar,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),grouped_bar,high,complete,13.0,2025-07-29T19:39:28.782305,gpt-4o,1.0,10.816740036010742,,,,,
chart_077_advanced_line_original,chart_077_advanced_line,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),area,high,complete,35.0,2025-07-29T19:39:54.218884,gpt-4o,1.0,24.43293523788452,,,,,
chart_078_medium_area_original,chart_078_medium_area,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),line,high,complete,12.0,2025-07-29T19:40:04.119696,gpt-4o,1.0,8.898020029067993,,,,,
chart_079_complex_bar_original,chart_079_complex_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,33.0,2025-07-29T19:40:26.266589,gpt-4o,1.0,21.144025802612305,,,,,
chart_080_medium_line_original,chart_080_medium_line,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),line,high,partial,6.0,2025-07-29T19:40:34.996736,gpt-4o,1.0,7.727696895599365,,,,,
chart_081_medium_area_original,chart_081_medium_area,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),line,medium,complete,7.0,2025-07-29T19:40:44.375905,gpt-4o,1.0,8.377523422241211,,,,,
chart_082_complex_area_original,chart_082_complex_area,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),line,medium,partial,12.0,2025-07-29T19:41:02.264024,gpt-4o,1.0,16.886220932006836,,,,,
chart_083_complex_bar_original,chart_083_complex_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-29T19:41:33.441571,gpt-4o,1.0,30.176366567611694,,,,,
chart_084_complex_bar_original,chart_084_complex_bar,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,36.0,2025-07-29T19:42:04.032262,gpt-4o,1.0,29.58813214302063,,,,,
chart_085_medium_pie_original,chart_085_medium_pie,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),pie,high,complete,7.0,2025-07-29T19:42:12.179430,gpt-4o,1.0,7.144235134124756,,,,,
chart_086_complex_scatter_original,chart_086_complex_scatter,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),scatter,medium,complete,10.0,2025-07-29T19:42:22.214481,gpt-4o,1.0,9.033937215805054,,,,,
chart_087_complex_line_original,chart_087_complex_line,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),line,medium,partial,11.0,2025-07-29T19:42:35.003004,gpt-4o,1.0,11.786402225494385,,,,,
chart_088_complex_bar_original,chart_088_complex_bar,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),grouped_bar,high,complete,27.0,2025-07-29T19:42:57.744181,gpt-4o,1.0,21.739919900894165,,,,,
chart_089_medium_pie_original,chart_089_medium_pie,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),pie,high,complete,8.0,2025-07-29T19:43:06.873212,gpt-4o,1.0,8.127853393554688,,,,,
chart_090_advanced_scatter_original,chart_090_advanced_scatter,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),scatter,high,complete,11.0,2025-07-29T19:43:18.500195,gpt-4o,1.0,10.624119758605957,,,,,
chart_091_medium_bar_original,chart_091_medium_bar,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),grouped_bar,high,complete,20.0,2025-07-29T19:43:33.204680,gpt-4o,1.0,13.703134298324585,,,,,
chart_092_complex_scatter_original,chart_092_complex_scatter,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),scatter,high,complete,9.0,2025-07-29T19:43:45.541184,gpt-4o,1.0,11.333563566207886,,,,,
chart_093_complex_bar_original,chart_093_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,32.0,2025-07-29T19:44:12.226468,gpt-4o,1.0,25.683588981628418,,,,,
chart_094_medium_scatter_original,chart_094_medium_scatter,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),scatter,medium,complete,5.0,2025-07-29T19:44:22.926824,gpt-4o,1.0,9.698538064956665,,,,,
chart_095_complex_area_original,chart_095_complex_area,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),line,medium,partial,11.0,2025-07-29T19:44:34.342381,gpt-4o,1.0,10.412766695022583,,,,,
chart_096_advanced_pie_original,chart_096_advanced_pie,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),pie,high,complete,14.0,2025-07-29T19:44:51.102804,gpt-4o,1.0,15.75774884223938,,,,,
chart_097_advanced_scatter_original,chart_097_advanced_scatter,True,none,none,success,True,False,True,phase2,Multi Variable Relationship - (Scientific Research),scatter,high,complete,15.0,2025-07-29T19:45:03.779482,gpt-4o,1.0,11.67472529411316,,,,,
chart_098_complex_area_original,chart_098_complex_area,True,none,none,success,True,False,True,phase2,Correlation Analysis - (Scientific Research),line,medium,partial,9.0,2025-07-29T19:45:15.240064,gpt-4o,1.0,10.4586923122406,,,,,
chart_099_complex_scatter_original,chart_099_complex_scatter,True,none,none,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),scatter,high,complete,12.0,2025-07-29T19:45:36.508355,gpt-4o,1.0,20.265106201171875,,,,,
chart_100_complex_bar_original,chart_100_complex_bar,True,none,none,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,30.0,2025-07-29T19:45:55.106021,gpt-4o,1.0,17.59528136253357,,,,,
chart_101_medium_bar_original,chart_101_medium_bar,True,none,none,success,True,False,True,phase2,Investment Allocation - (Financial Analysis),grouped_bar,high,complete,12.0,2025-07-29T19:46:17.521462,gpt-4o,1.0,21.41366982460022,,,,,
chart_102_medium_line_original,chart_102_medium_line,True,none,none,success,True,False,True,phase2,Risk Return Analysis - (Financial Analysis),line,medium,partial,7.0,2025-07-29T19:46:28.175101,gpt-4o,1.0,9.651627779006958,,,,,
chart_103_complex_bar_original,chart_103_complex_bar,True,none,none,success,True,False,True,phase2,Economic Indicators - (Financial Analysis),grouped_bar,high,complete,33.0,2025-07-29T19:46:51.199257,gpt-4o,1.0,22.022448539733887,,,,,
chart_104_medium_line_original,chart_104_medium_line,True,none,none,success,True,False,True,phase2,Investment Allocation - (Financial Analysis),line,high,complete,6.0,2025-07-29T19:47:03.520485,gpt-4o,1.0,11.319197416305542,,,,,
chart_105_complex_area_original,chart_105_complex_area,True,none,none,success,True,False,True,phase2,Sector Comparison - (Financial Analysis),line,low,incomplete,0.0,2025-07-29T19:47:11.925388,gpt-4o,1.0,7.402642011642456,,,,,
chart_106_complex_pie_original,chart_106_complex_pie,True,none,none,success,True,False,True,phase2,Investment Allocation - (Financial Analysis),pie,high,complete,9.0,2025-07-29T19:47:26.306587,gpt-4o,1.0,13.379061937332153,,,,,
chart_107_medium_line_original,chart_107_medium_line,True,none,none,success,True,False,True,phase2,Portfolio Performance Tracking - (Financial Analysis),line,medium,complete,27.0,2025-07-29T19:47:40.583549,gpt-4o,1.0,13.274224042892456,,,,,
chart_108_complex_scatter_original,chart_108_complex_scatter,True,none,none,success,True,False,True,phase2,Risk Return Analysis - (Financial Analysis),scatter,medium,complete,11.0,2025-07-29T19:47:50.710847,gpt-4o,1.0,9.125145435333252,,,,,
chart_109_advanced_line_original,chart_109_advanced_line,True,none,none,success,True,False,True,phase2,Economic Indicators - (Financial Analysis),line,high,complete,14.0,2025-07-29T19:48:01.485704,gpt-4o,1.0,9.77066707611084,,,,,
chart_110_complex_bar_original,chart_110_complex_bar,True,none,none,success,True,False,True,phase2,Economic Indicators - (Financial Analysis),grouped_bar,high,complete,36.0,2025-07-29T19:48:24.148878,gpt-4o,1.0,21.65698528289795,,,,,
chart_111_medium_bar_original,chart_111_medium_bar,True,none,none,success,True,False,True,phase2,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,21.0,2025-07-29T19:48:43.330709,gpt-4o,1.0,18.17855429649353,,,,,
chart_112_medium_scatter_original,chart_112_medium_scatter,True,none,none,success,True,False,True,phase2,Economic Indicators - (Financial Analysis),scatter,high,complete,7.0,2025-07-29T19:48:55.795451,gpt-4o,1.0,11.461564302444458,,,,,
chart_113_medium_bar_original,chart_113_medium_bar,True,none,none,success,True,False,True,phase2,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,high,complete,16.0,2025-07-29T19:49:07.760874,gpt-4o,1.0,10.963229417800903,,,,,
chart_114_advanced_bar_original,chart_114_advanced_bar,True,none,none,missing,False,False,False,unknown,,,,,,,,,,,,,,
chart_115_complex_area_original,chart_115_complex_area,True,none,none,success,True,False,True,phase2,Risk Return Analysis - (Financial Analysis),line,medium,complete,8.0,2025-07-29T19:54:01.824147,gpt-4o,1.0,11.217362403869629,,,,,
chart_116_medium_line_original,chart_116_medium_line,True,none,none,success,True,False,True,phase2,Portfolio Performance Tracking - (Financial Analysis),line,high,complete,18.0,2025-07-29T19:54:16.061195,gpt-4o,1.0,13.235085248947144,,,,,
chart_117_complex_bar_original,chart_117_complex_bar,True,none,none,success,True,False,True,phase2,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,27.0,2025-07-29T19:54:42.745725,gpt-4o,1.0,25.682528972625732,,,,,
chart_118_complex_bar_original,chart_118_complex_bar,True,none,none,success,True,False,True,phase2,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,24.0,2025-07-29T19:55:00.046042,gpt-4o,1.0,16.296923637390137,,,,,
chart_119_advanced_line_original,chart_119_advanced_line,True,none,none,success,True,False,True,phase2,Economic Indicators - (Financial Analysis),line,high,partial,13.0,2025-07-29T19:55:14.330876,gpt-4o,1.0,13.279111623764038,,,,,
