Filename,Chart ID,Complexity,Chart Type,Perturbation Type,Intensity,Has Extraction,Extraction Status,Was Evaluated
chart_013_advanced_bar_grayscale_conversion_medium,chart_013,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_013_advanced_bar_motion_blur_medium,chart_013,advanced,bar,motion_blur,medium,False,No extraction found,False
chart_013_advanced_bar_rotation_medium,chart_013,advanced,bar,rotation,medium,False,No extraction found,False
chart_013_advanced_bar_salt_pepper_noise_medium,chart_013,advanced,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_013_advanced_bar_scaling_medium,chart_013,advanced,bar,scaling,medium,False,No extraction found,False
chart_013_advanced_bar_text_overlay_medium,chart_013,advanced,bar,text_overlay,medium,False,No extraction found,False
chart_014_complex_bar_axis_degradation_medium,chart_014,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_014_complex_bar_contrast_change_medium,chart_014,complex,bar,contrast_change,medium,False,No extraction found,False
chart_014_complex_bar_gaussian_blur_medium,chart_014,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_014_complex_bar_grayscale_conversion_medium,chart_014,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_014_complex_bar_motion_blur_medium,chart_014,complex,bar,motion_blur,medium,False,No extraction found,False
chart_014_complex_bar_salt_pepper_noise_medium,chart_014,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_014_complex_bar_scaling_medium,chart_014,complex,bar,scaling,medium,False,No extraction found,False
chart_014_complex_bar_text_overlay_medium,chart_014,complex,bar,text_overlay,medium,False,No extraction found,False
chart_015_complex_line_brightness_shift_medium,chart_015,complex,line,brightness_shift,medium,False,No extraction found,False
chart_015_complex_line_gaussian_blur_medium,chart_015,complex,line,gaussian_blur,medium,False,No extraction found,False
chart_015_complex_line_grayscale_conversion_medium,chart_015,complex,line,grayscale_conversion,medium,False,No extraction found,False
chart_015_complex_line_legend_corruption_medium,chart_015,complex,line,legend_corruption,medium,False,No extraction found,False
chart_016_medium_area_grayscale_conversion_medium,chart_016,medium,area,grayscale_conversion,medium,False,No extraction found,False
chart_016_medium_area_rotation_medium,chart_016,medium,area,rotation,medium,False,No extraction found,False
chart_017_complex_scatter_axis_degradation_medium,chart_017,complex,scatter,axis_degradation,medium,False,No extraction found,False
chart_017_complex_scatter_contrast_change_medium,chart_017,complex,scatter,contrast_change,medium,False,No extraction found,False
chart_017_complex_scatter_grayscale_conversion_medium,chart_017,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_017_complex_scatter_motion_blur_medium,chart_017,complex,scatter,motion_blur,medium,False,No extraction found,False
chart_017_complex_scatter_rotation_medium,chart_017,complex,scatter,rotation,medium,False,No extraction found,False
chart_017_complex_scatter_salt_pepper_noise_medium,chart_017,complex,scatter,salt_pepper_noise,medium,False,No extraction found,False
chart_017_complex_scatter_scaling_medium,chart_017,complex,scatter,scaling,medium,False,No extraction found,False
chart_017_complex_scatter_text_overlay_medium,chart_017,complex,scatter,text_overlay,medium,False,No extraction found,False
chart_018_complex_line_brightness_shift_medium,chart_018,complex,line,brightness_shift,medium,False,No extraction found,False
chart_018_complex_line_gaussian_blur_medium,chart_018,complex,line,gaussian_blur,medium,False,No extraction found,False
chart_018_complex_line_grayscale_conversion_medium,chart_018,complex,line,grayscale_conversion,medium,False,No extraction found,False
chart_018_complex_line_rotation_medium,chart_018,complex,line,rotation,medium,False,No extraction found,False
chart_019_advanced_scatter_gaussian_blur_medium,chart_019,advanced,scatter,gaussian_blur,medium,False,No extraction found,False
chart_019_advanced_scatter_grayscale_conversion_medium,chart_019,advanced,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_019_advanced_scatter_legend_corruption_medium,chart_019,advanced,scatter,legend_corruption,medium,False,No extraction found,False
chart_023_medium_scatter_grayscale_conversion_medium,chart_023,medium,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_023_medium_scatter_random_blocks_medium,chart_023,medium,scatter,random_blocks,medium,False,No extraction found,False
chart_025_medium_bar_brightness_shift_medium,chart_025,medium,bar,brightness_shift,medium,False,No extraction found,False
chart_025_medium_bar_grayscale_conversion_medium,chart_025,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_025_medium_bar_random_blocks_medium,chart_025,medium,bar,random_blocks,medium,False,No extraction found,False
chart_025_medium_bar_rotation_medium,chart_025,medium,bar,rotation,medium,False,No extraction found,False
chart_027_complex_area_grayscale_conversion_medium,chart_027,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_028_advanced_area_axis_degradation_medium,chart_028,advanced,area,axis_degradation,medium,False,No extraction found,False
chart_028_advanced_area_brightness_shift_medium,chart_028,advanced,area,brightness_shift,medium,False,No extraction found,False
chart_028_advanced_area_contrast_change_medium,chart_028,advanced,area,contrast_change,medium,False,No extraction found,False
chart_028_advanced_area_grayscale_conversion_medium,chart_028,advanced,area,grayscale_conversion,medium,False,No extraction found,False
chart_028_advanced_area_legend_corruption_medium,chart_028,advanced,area,legend_corruption,medium,False,No extraction found,False
chart_028_advanced_area_motion_blur_medium,chart_028,advanced,area,motion_blur,medium,False,No extraction found,False
chart_028_advanced_area_salt_pepper_noise_medium,chart_028,advanced,area,salt_pepper_noise,medium,False,No extraction found,False
chart_028_advanced_area_scaling_medium,chart_028,advanced,area,scaling,medium,False,No extraction found,False
chart_028_advanced_area_text_overlay_medium,chart_028,advanced,area,text_overlay,medium,False,No extraction found,False
chart_030_medium_bar_axis_degradation_medium,chart_030,medium,bar,axis_degradation,medium,False,No extraction found,False
chart_030_medium_bar_contrast_change_medium,chart_030,medium,bar,contrast_change,medium,False,No extraction found,False
chart_030_medium_bar_grayscale_conversion_medium,chart_030,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_030_medium_bar_motion_blur_medium,chart_030,medium,bar,motion_blur,medium,False,No extraction found,False
chart_030_medium_bar_rotation_medium,chart_030,medium,bar,rotation,medium,False,No extraction found,False
chart_030_medium_bar_salt_pepper_noise_medium,chart_030,medium,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_030_medium_bar_scaling_medium,chart_030,medium,bar,scaling,medium,False,No extraction found,False
chart_030_medium_bar_text_overlay_medium,chart_030,medium,bar,text_overlay,medium,False,No extraction found,False
chart_031_complex_bar_gaussian_blur_medium,chart_031,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_031_complex_bar_grayscale_conversion_medium,chart_031,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_031_complex_bar_random_blocks_medium,chart_031,complex,bar,random_blocks,medium,False,No extraction found,False
chart_032_advanced_scatter_grayscale_conversion_medium,chart_032,advanced,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_032_advanced_scatter_random_blocks_medium,chart_032,advanced,scatter,random_blocks,medium,False,No extraction found,False
chart_034_medium_line_axis_degradation_medium,chart_034,medium,line,axis_degradation,medium,False,No extraction found,False
chart_034_medium_line_contrast_change_medium,chart_034,medium,line,contrast_change,medium,False,No extraction found,False
chart_034_medium_line_grayscale_conversion_medium,chart_034,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_034_medium_line_legend_corruption_medium,chart_034,medium,line,legend_corruption,medium,False,No extraction found,False
chart_034_medium_line_motion_blur_medium,chart_034,medium,line,motion_blur,medium,False,No extraction found,False
chart_034_medium_line_salt_pepper_noise_medium,chart_034,medium,line,salt_pepper_noise,medium,False,No extraction found,False
chart_034_medium_line_scaling_medium,chart_034,medium,line,scaling,medium,False,No extraction found,False
chart_034_medium_line_text_overlay_medium,chart_034,medium,line,text_overlay,medium,False,No extraction found,False
chart_035_medium_line_axis_degradation_medium,chart_035,medium,line,axis_degradation,medium,False,No extraction found,False
chart_035_medium_line_contrast_change_medium,chart_035,medium,line,contrast_change,medium,False,No extraction found,False
chart_035_medium_line_gaussian_blur_medium,chart_035,medium,line,gaussian_blur,medium,False,No extraction found,False
chart_035_medium_line_grayscale_conversion_medium,chart_035,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_035_medium_line_legend_corruption_medium,chart_035,medium,line,legend_corruption,medium,False,No extraction found,False
chart_035_medium_line_motion_blur_medium,chart_035,medium,line,motion_blur,medium,False,No extraction found,False
chart_035_medium_line_random_blocks_medium,chart_035,medium,line,random_blocks,medium,False,No extraction found,False
chart_035_medium_line_rotation_medium,chart_035,medium,line,rotation,medium,False,No extraction found,False
chart_035_medium_line_salt_pepper_noise_medium,chart_035,medium,line,salt_pepper_noise,medium,False,No extraction found,False
chart_035_medium_line_scaling_medium,chart_035,medium,line,scaling,medium,False,No extraction found,False
chart_035_medium_line_text_overlay_medium,chart_035,medium,line,text_overlay,medium,False,No extraction found,False
chart_036_advanced_bar_axis_degradation_medium,chart_036,advanced,bar,axis_degradation,medium,False,No extraction found,False
chart_036_advanced_bar_brightness_shift_medium,chart_036,advanced,bar,brightness_shift,medium,False,No extraction found,False
chart_036_advanced_bar_contrast_change_medium,chart_036,advanced,bar,contrast_change,medium,False,No extraction found,False
chart_036_advanced_bar_grayscale_conversion_medium,chart_036,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_036_advanced_bar_motion_blur_medium,chart_036,advanced,bar,motion_blur,medium,False,No extraction found,False
chart_036_advanced_bar_salt_pepper_noise_medium,chart_036,advanced,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_036_advanced_bar_scaling_medium,chart_036,advanced,bar,scaling,medium,False,No extraction found,False
chart_036_advanced_bar_text_overlay_medium,chart_036,advanced,bar,text_overlay,medium,False,No extraction found,False
chart_039_complex_scatter_grayscale_conversion_medium,chart_039,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_039_complex_scatter_legend_corruption_medium,chart_039,complex,scatter,legend_corruption,medium,False,No extraction found,False
chart_039_complex_scatter_random_blocks_medium,chart_039,complex,scatter,random_blocks,medium,False,No extraction found,False
chart_039_complex_scatter_rotation_medium,chart_039,complex,scatter,rotation,medium,False,No extraction found,False
chart_040_medium_area_axis_degradation_medium,chart_040,medium,area,axis_degradation,medium,False,No extraction found,False
chart_040_medium_area_contrast_change_medium,chart_040,medium,area,contrast_change,medium,False,No extraction found,False
chart_040_medium_area_gaussian_blur_high,chart_040,medium,area,gaussian_blur,high,False,No extraction found,False
chart_040_medium_area_gaussian_blur_low,chart_040,medium,area,gaussian_blur,low,False,No extraction found,False
chart_040_medium_area_gaussian_blur_medium,chart_040,medium,area,gaussian_blur,medium,False,No extraction found,False
chart_040_medium_area_grayscale_conversion_medium,chart_040,medium,area,grayscale_conversion,medium,False,No extraction found,False
chart_040_medium_area_legend_corruption_medium,chart_040,medium,area,legend_corruption,medium,False,No extraction found,False
chart_040_medium_area_motion_blur_medium,chart_040,medium,area,motion_blur,medium,False,No extraction found,False
chart_040_medium_area_random_blocks_medium,chart_040,medium,area,random_blocks,medium,False,No extraction found,False
chart_040_medium_area_salt_pepper_noise_medium,chart_040,medium,area,salt_pepper_noise,medium,False,No extraction found,False
chart_040_medium_area_scaling_medium,chart_040,medium,area,scaling,medium,False,No extraction found,False
chart_040_medium_area_text_overlay_medium,chart_040,medium,area,text_overlay,medium,False,No extraction found,False
chart_041_medium_line_axis_degradation_medium,chart_041,medium,line,axis_degradation,medium,False,No extraction found,False
chart_041_medium_line_brightness_shift_medium,chart_041,medium,line,brightness_shift,medium,False,No extraction found,False
chart_041_medium_line_contrast_change_medium,chart_041,medium,line,contrast_change,medium,False,No extraction found,False
chart_041_medium_line_gaussian_blur_medium,chart_041,medium,line,gaussian_blur,medium,False,No extraction found,False
chart_041_medium_line_grayscale_conversion_medium,chart_041,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_041_medium_line_motion_blur_medium,chart_041,medium,line,motion_blur,medium,False,No extraction found,False
chart_041_medium_line_random_blocks_medium,chart_041,medium,line,random_blocks,medium,False,No extraction found,False
chart_041_medium_line_salt_pepper_noise_medium,chart_041,medium,line,salt_pepper_noise,medium,False,No extraction found,False
chart_041_medium_line_scaling_medium,chart_041,medium,line,scaling,medium,False,No extraction found,False
chart_041_medium_line_text_overlay_medium,chart_041,medium,line,text_overlay,medium,False,No extraction found,False
chart_042_medium_bar_axis_degradation_medium,chart_042,medium,bar,axis_degradation,medium,False,No extraction found,False
chart_042_medium_bar_brightness_shift_medium,chart_042,medium,bar,brightness_shift,medium,False,No extraction found,False
chart_042_medium_bar_contrast_change_medium,chart_042,medium,bar,contrast_change,medium,False,No extraction found,False
chart_042_medium_bar_grayscale_conversion_medium,chart_042,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_042_medium_bar_legend_corruption_medium,chart_042,medium,bar,legend_corruption,medium,False,No extraction found,False
chart_042_medium_bar_motion_blur_medium,chart_042,medium,bar,motion_blur,medium,False,No extraction found,False
chart_042_medium_bar_rotation_medium,chart_042,medium,bar,rotation,medium,False,No extraction found,False
chart_042_medium_bar_salt_pepper_noise_medium,chart_042,medium,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_042_medium_bar_scaling_medium,chart_042,medium,bar,scaling,medium,False,No extraction found,False
chart_042_medium_bar_text_overlay_medium,chart_042,medium,bar,text_overlay,medium,False,No extraction found,False
chart_043_medium_pie_axis_degradation_medium,chart_043,medium,pie,axis_degradation,medium,False,No extraction found,False
chart_043_medium_pie_brightness_shift_medium,chart_043,medium,pie,brightness_shift,medium,False,No extraction found,False
chart_043_medium_pie_contrast_change_medium,chart_043,medium,pie,contrast_change,medium,False,No extraction found,False
chart_043_medium_pie_gaussian_blur_high,chart_043,medium,pie,gaussian_blur,high,False,No extraction found,False
chart_043_medium_pie_gaussian_blur_low,chart_043,medium,pie,gaussian_blur,low,False,No extraction found,False
chart_043_medium_pie_gaussian_blur_medium,chart_043,medium,pie,gaussian_blur,medium,False,No extraction found,False
chart_043_medium_pie_grayscale_conversion_medium,chart_043,medium,pie,grayscale_conversion,medium,False,No extraction found,False
chart_043_medium_pie_legend_corruption_medium,chart_043,medium,pie,legend_corruption,medium,False,No extraction found,False
chart_043_medium_pie_motion_blur_medium,chart_043,medium,pie,motion_blur,medium,False,No extraction found,False
chart_043_medium_pie_rotation_medium,chart_043,medium,pie,rotation,medium,False,No extraction found,False
chart_043_medium_pie_salt_pepper_noise_medium,chart_043,medium,pie,salt_pepper_noise,medium,False,No extraction found,False
chart_043_medium_pie_scaling_medium,chart_043,medium,pie,scaling,medium,False,No extraction found,False
chart_043_medium_pie_text_overlay_medium,chart_043,medium,pie,text_overlay,medium,False,No extraction found,False
chart_044_medium_bar_gaussian_blur_medium,chart_044,medium,bar,gaussian_blur,medium,False,No extraction found,False
chart_044_medium_bar_grayscale_conversion_medium,chart_044,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_044_medium_bar_legend_corruption_medium,chart_044,medium,bar,legend_corruption,medium,False,No extraction found,False
chart_045_complex_bar_axis_degradation_medium,chart_045,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_045_complex_bar_contrast_change_medium,chart_045,complex,bar,contrast_change,medium,False,No extraction found,False
chart_045_complex_bar_gaussian_blur_high,chart_045,complex,bar,gaussian_blur,high,False,No extraction found,False
chart_045_complex_bar_gaussian_blur_low,chart_045,complex,bar,gaussian_blur,low,False,No extraction found,False
chart_045_complex_bar_gaussian_blur_medium,chart_045,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_045_complex_bar_grayscale_conversion_medium,chart_045,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_045_complex_bar_motion_blur_medium,chart_045,complex,bar,motion_blur,medium,False,No extraction found,False
chart_045_complex_bar_salt_pepper_noise_medium,chart_045,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_045_complex_bar_scaling_medium,chart_045,complex,bar,scaling,medium,False,No extraction found,False
chart_045_complex_bar_text_overlay_medium,chart_045,complex,bar,text_overlay,medium,False,No extraction found,False
chart_046_medium_line_grayscale_conversion_medium,chart_046,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_046_medium_line_legend_corruption_medium,chart_046,medium,line,legend_corruption,medium,False,No extraction found,False
chart_046_medium_line_rotation_medium,chart_046,medium,line,rotation,medium,False,No extraction found,False
chart_047_complex_bar_brightness_shift_medium,chart_047,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_047_complex_bar_gaussian_blur_medium,chart_047,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_047_complex_bar_grayscale_conversion_medium,chart_047,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_047_complex_bar_legend_corruption_medium,chart_047,complex,bar,legend_corruption,medium,False,No extraction found,False
chart_047_complex_bar_rotation_medium,chart_047,complex,bar,rotation,medium,False,No extraction found,False
chart_049_advanced_bar_brightness_shift_medium,chart_049,advanced,bar,brightness_shift,medium,False,No extraction found,False
chart_049_advanced_bar_gaussian_blur_medium,chart_049,advanced,bar,gaussian_blur,medium,False,No extraction found,False
chart_049_advanced_bar_grayscale_conversion_medium,chart_049,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_049_advanced_bar_legend_corruption_medium,chart_049,advanced,bar,legend_corruption,medium,False,No extraction found,False
chart_049_advanced_bar_random_blocks_medium,chart_049,advanced,bar,random_blocks,medium,False,No extraction found,False
chart_049_advanced_bar_rotation_medium,chart_049,advanced,bar,rotation,medium,False,No extraction found,False
chart_050_medium_pie_axis_degradation_medium,chart_050,medium,pie,axis_degradation,medium,False,No extraction found,False
chart_050_medium_pie_brightness_shift_medium,chart_050,medium,pie,brightness_shift,medium,False,No extraction found,False
chart_050_medium_pie_contrast_change_medium,chart_050,medium,pie,contrast_change,medium,False,No extraction found,False
chart_050_medium_pie_gaussian_blur_medium,chart_050,medium,pie,gaussian_blur,medium,False,No extraction found,False
chart_050_medium_pie_grayscale_conversion_medium,chart_050,medium,pie,grayscale_conversion,medium,False,No extraction found,False
chart_050_medium_pie_legend_corruption_medium,chart_050,medium,pie,legend_corruption,medium,False,No extraction found,False
chart_050_medium_pie_motion_blur_medium,chart_050,medium,pie,motion_blur,medium,False,No extraction found,False
chart_050_medium_pie_salt_pepper_noise_medium,chart_050,medium,pie,salt_pepper_noise,medium,False,No extraction found,False
chart_050_medium_pie_scaling_medium,chart_050,medium,pie,scaling,medium,False,No extraction found,False
chart_050_medium_pie_text_overlay_medium,chart_050,medium,pie,text_overlay,medium,False,No extraction found,False
chart_051_advanced_area_grayscale_conversion_medium,chart_051,advanced,area,grayscale_conversion,medium,False,No extraction found,False
chart_051_advanced_area_random_blocks_medium,chart_051,advanced,area,random_blocks,medium,False,No extraction found,False
chart_051_advanced_area_rotation_medium,chart_051,advanced,area,rotation,medium,False,No extraction found,False
chart_052_advanced_area_brightness_shift_medium,chart_052,advanced,area,brightness_shift,medium,False,No extraction found,False
chart_052_advanced_area_grayscale_conversion_medium,chart_052,advanced,area,grayscale_conversion,medium,False,No extraction found,False
chart_052_advanced_area_legend_corruption_medium,chart_052,advanced,area,legend_corruption,medium,False,No extraction found,False
chart_052_advanced_area_rotation_medium,chart_052,advanced,area,rotation,medium,False,No extraction found,False
chart_056_medium_bar_brightness_shift_medium,chart_056,medium,bar,brightness_shift,medium,False,No extraction found,False
chart_056_medium_bar_gaussian_blur_medium,chart_056,medium,bar,gaussian_blur,medium,False,No extraction found,False
chart_056_medium_bar_grayscale_conversion_medium,chart_056,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_056_medium_bar_random_blocks_medium,chart_056,medium,bar,random_blocks,medium,False,No extraction found,False
chart_058_complex_bar_axis_degradation_medium,chart_058,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_058_complex_bar_contrast_change_medium,chart_058,complex,bar,contrast_change,medium,False,No extraction found,False
chart_058_complex_bar_gaussian_blur_high,chart_058,complex,bar,gaussian_blur,high,False,No extraction found,False
chart_058_complex_bar_gaussian_blur_low,chart_058,complex,bar,gaussian_blur,low,False,No extraction found,False
chart_058_complex_bar_gaussian_blur_medium,chart_058,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_058_complex_bar_grayscale_conversion_medium,chart_058,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_058_complex_bar_legend_corruption_medium,chart_058,complex,bar,legend_corruption,medium,False,No extraction found,False
