perturbation_file,original_chart_id,perturbation_type,intensity,is_extracted,confidence,data_points
chart_004_complex_pie_legend_corruption_medium.png,chart_004_complex_pie_legend,corruption,medium,True,high,8
chart_004_complex_pie_random_blocks_medium.png,chart_004_complex_pie_random,blocks,medium,True,medium,11
chart_004_complex_pie_rotation_medium.png,chart_004_complex_pie,rotation,medium,True,high,11
chart_005_complex_bar_brightness_shift_medium.png,chart_005_complex_bar_brightness,shift,medium,True,high,21
chart_005_complex_bar_gaussian_blur_medium.png,chart_005_complex_bar_gaussian,blur,medium,True,high,21
chart_005_complex_bar_grayscale_conversion_medium.png,chart_005_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_005_complex_bar_legend_corruption_medium.png,chart_005_complex_bar_legend,corruption,medium,True,high,24
chart_005_complex_bar_random_blocks_medium.png,chart_005_complex_bar_random,blocks,medium,True,medium,21
chart_005_complex_bar_rotation_medium.png,chart_005_complex_bar,rotation,medium,True,high,24
chart_006_medium_bar_brightness_shift_medium.png,chart_006_medium_bar_brightness,shift,medium,True,high,12
chart_006_medium_bar_gaussian_blur_medium.png,chart_006_medium_bar_gaussian,blur,medium,True,high,12
chart_006_medium_bar_grayscale_conversion_medium.png,chart_006_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_006_medium_bar_legend_corruption_medium.png,chart_006_medium_bar_legend,corruption,medium,True,high,12
chart_006_medium_bar_random_blocks_medium.png,chart_006_medium_bar_random,blocks,medium,True,medium,12
chart_006_medium_bar_rotation_medium.png,chart_006_medium_bar,rotation,medium,True,high,12
chart_007_medium_line_brightness_shift_medium.png,chart_007_medium_line_brightness,shift,medium,True,medium,10
chart_007_medium_line_gaussian_blur_medium.png,chart_007_medium_line_gaussian,blur,medium,True,medium,10
chart_007_medium_line_grayscale_conversion_medium.png,chart_007_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_007_medium_line_legend_corruption_medium.png,chart_007_medium_line_legend,corruption,medium,True,medium,10
chart_007_medium_line_random_blocks_medium.png,chart_007_medium_line_random,blocks,medium,True,low,8
chart_007_medium_line_rotation_medium.png,chart_007_medium_line,rotation,medium,True,medium,10
chart_008_advanced_pie_brightness_shift_medium.png,chart_008_advanced_pie_brightness,shift,medium,True,high,10
chart_008_advanced_pie_gaussian_blur_medium.png,chart_008_advanced_pie_gaussian,blur,medium,True,high,10
chart_008_advanced_pie_grayscale_conversion_medium.png,chart_008_advanced_pie_grayscale,conversion,medium,False,not_extracted,0
chart_008_advanced_pie_legend_corruption_medium.png,chart_008_advanced_pie_legend,corruption,medium,True,high,10
chart_008_advanced_pie_random_blocks_medium.png,chart_008_advanced_pie_random,blocks,medium,True,medium,10
chart_008_advanced_pie_rotation_medium.png,chart_008_advanced_pie,rotation,medium,True,high,10
chart_009_medium_bar_brightness_shift_medium.png,chart_009_medium_bar_brightness,shift,medium,True,high,16
chart_009_medium_bar_gaussian_blur_medium.png,chart_009_medium_bar_gaussian,blur,medium,True,high,16
chart_009_medium_bar_grayscale_conversion_medium.png,chart_009_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_009_medium_bar_legend_corruption_medium.png,chart_009_medium_bar_legend,corruption,medium,True,high,16
chart_009_medium_bar_random_blocks_medium.png,chart_009_medium_bar_random,blocks,medium,True,medium,16
chart_009_medium_bar_rotation_medium.png,chart_009_medium_bar,rotation,medium,True,high,16
chart_010_complex_bar_brightness_shift_medium.png,chart_010_complex_bar_brightness,shift,medium,True,high,24
chart_010_complex_bar_gaussian_blur_medium.png,chart_010_complex_bar_gaussian,blur,medium,True,high,24
chart_010_complex_bar_grayscale_conversion_medium.png,chart_010_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_010_complex_bar_legend_corruption_medium.png,chart_010_complex_bar_legend,corruption,medium,True,high,24
chart_010_complex_bar_random_blocks_medium.png,chart_010_complex_bar_random,blocks,medium,True,high,24
chart_010_complex_bar_rotation_medium.png,chart_010_complex_bar,rotation,medium,True,high,24
chart_011_advanced_scatter_brightness_shift_medium.png,chart_011_advanced_scatter_brightness,shift,medium,True,medium,12
chart_011_advanced_scatter_gaussian_blur_medium.png,chart_011_advanced_scatter_gaussian,blur,medium,True,medium,12
chart_011_advanced_scatter_grayscale_conversion_medium.png,chart_011_advanced_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_011_advanced_scatter_legend_corruption_medium.png,chart_011_advanced_scatter_legend,corruption,medium,True,high,12
chart_011_advanced_scatter_random_blocks_medium.png,chart_011_advanced_scatter_random,blocks,medium,True,medium,11
chart_011_advanced_scatter_rotation_medium.png,chart_011_advanced_scatter,rotation,medium,True,high,12
chart_012_complex_line_brightness_shift_medium.png,chart_012_complex_line_brightness,shift,medium,True,medium,10
chart_012_complex_line_gaussian_blur_medium.png,chart_012_complex_line_gaussian,blur,medium,True,medium,10
chart_012_complex_line_grayscale_conversion_medium.png,chart_012_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_012_complex_line_legend_corruption_medium.png,chart_012_complex_line_legend,corruption,medium,True,medium,8
chart_012_complex_line_random_blocks_medium.png,chart_012_complex_line_random,blocks,medium,True,low,0
chart_012_complex_line_rotation_medium.png,chart_012_complex_line,rotation,medium,True,medium,10
chart_013_complex_pie_brightness_shift_medium.png,chart_013_complex_pie_brightness,shift,medium,True,high,12
chart_013_complex_pie_gaussian_blur_medium.png,chart_013_complex_pie_gaussian,blur,medium,True,high,12
chart_013_complex_pie_grayscale_conversion_medium.png,chart_013_complex_pie_grayscale,conversion,medium,False,not_extracted,0
chart_013_complex_pie_legend_corruption_medium.png,chart_013_complex_pie_legend,corruption,medium,True,high,12
chart_013_complex_pie_random_blocks_medium.png,chart_013_complex_pie_random,blocks,medium,True,medium,12
chart_013_complex_pie_rotation_medium.png,chart_013_complex_pie,rotation,medium,True,high,12
chart_014_complex_bar_brightness_shift_medium.png,chart_014_complex_bar_brightness,shift,medium,True,high,44
chart_014_complex_bar_gaussian_blur_medium.png,chart_014_complex_bar_gaussian,blur,medium,True,high,44
chart_014_complex_bar_grayscale_conversion_medium.png,chart_014_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_014_complex_bar_legend_corruption_medium.png,chart_014_complex_bar_legend,corruption,medium,True,high,44
chart_014_complex_bar_random_blocks_medium.png,chart_014_complex_bar_random,blocks,medium,True,medium,11
chart_014_complex_bar_rotation_medium.png,chart_014_complex_bar,rotation,medium,True,high,44
chart_015_advanced_pie_brightness_shift_medium.png,chart_015_advanced_pie_brightness,shift,medium,True,high,11
chart_015_advanced_pie_gaussian_blur_medium.png,chart_015_advanced_pie_gaussian,blur,medium,True,high,11
chart_015_advanced_pie_grayscale_conversion_medium.png,chart_015_advanced_pie_grayscale,conversion,medium,False,not_extracted,0
chart_015_advanced_pie_legend_corruption_medium.png,chart_015_advanced_pie_legend,corruption,medium,True,high,11
chart_015_advanced_pie_random_blocks_medium.png,chart_015_advanced_pie_random,blocks,medium,True,medium,11
chart_015_advanced_pie_rotation_medium.png,chart_015_advanced_pie,rotation,medium,True,high,11
chart_016_medium_scatter_brightness_shift_medium.png,chart_016_medium_scatter_brightness,shift,medium,True,medium,5
chart_016_medium_scatter_gaussian_blur_medium.png,chart_016_medium_scatter_gaussian,blur,medium,True,medium,6
chart_016_medium_scatter_grayscale_conversion_medium.png,chart_016_medium_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_016_medium_scatter_legend_corruption_medium.png,chart_016_medium_scatter_legend,corruption,medium,True,medium,5
chart_016_medium_scatter_random_blocks_medium.png,chart_016_medium_scatter_random,blocks,medium,True,medium,5
chart_016_medium_scatter_rotation_medium.png,chart_016_medium_scatter,rotation,medium,True,medium,6
chart_017_advanced_line_brightness_shift_medium.png,chart_017_advanced_line_brightness,shift,medium,True,high,12
chart_017_advanced_line_gaussian_blur_medium.png,chart_017_advanced_line_gaussian,blur,medium,True,high,12
chart_017_advanced_line_grayscale_conversion_medium.png,chart_017_advanced_line_grayscale,conversion,medium,False,not_extracted,0
chart_017_advanced_line_legend_corruption_medium.png,chart_017_advanced_line_legend,corruption,medium,True,high,8
chart_017_advanced_line_random_blocks_medium.png,chart_017_advanced_line_random,blocks,medium,True,medium,12
chart_017_advanced_line_rotation_medium.png,chart_017_advanced_line,rotation,medium,True,high,12
chart_018_advanced_bar_brightness_shift_medium.png,chart_018_advanced_bar_brightness,shift,medium,True,high,13
chart_018_advanced_bar_gaussian_blur_medium.png,chart_018_advanced_bar_gaussian,blur,medium,True,high,13
chart_018_advanced_bar_grayscale_conversion_medium.png,chart_018_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_018_advanced_bar_legend_corruption_medium.png,chart_018_advanced_bar_legend,corruption,medium,True,high,13
chart_018_advanced_bar_random_blocks_medium.png,chart_018_advanced_bar_random,blocks,medium,True,medium,13
chart_018_advanced_bar_rotation_medium.png,chart_018_advanced_bar,rotation,medium,True,medium,13
chart_019_complex_bar_brightness_shift_medium.png,chart_019_complex_bar_brightness,shift,medium,True,high,33
chart_019_complex_bar_gaussian_blur_medium.png,chart_019_complex_bar_gaussian,blur,medium,True,high,33
chart_019_complex_bar_grayscale_conversion_medium.png,chart_019_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_019_complex_bar_legend_corruption_medium.png,chart_019_complex_bar_legend,corruption,medium,True,high,33
chart_019_complex_bar_random_blocks_medium.png,chart_019_complex_bar_random,blocks,medium,True,medium,32
chart_019_complex_bar_rotation_medium.png,chart_019_complex_bar,rotation,medium,True,high,32
chart_020_complex_line_brightness_shift_medium.png,chart_020_complex_line_brightness,shift,medium,True,low,0
chart_020_complex_line_gaussian_blur_medium.png,chart_020_complex_line_gaussian,blur,medium,True,medium,11
chart_020_complex_line_grayscale_conversion_medium.png,chart_020_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_020_complex_line_legend_corruption_medium.png,chart_020_complex_line_legend,corruption,medium,True,medium,9
chart_020_complex_line_random_blocks_medium.png,chart_020_complex_line_random,blocks,medium,True,low,0
chart_020_complex_line_rotation_medium.png,chart_020_complex_line,rotation,medium,True,medium,11
chart_021_medium_area_brightness_shift_medium.png,chart_021_medium_area_brightness,shift,medium,True,medium,9
chart_021_medium_area_gaussian_blur_medium.png,chart_021_medium_area_gaussian,blur,medium,True,medium,9
chart_021_medium_area_grayscale_conversion_medium.png,chart_021_medium_area_grayscale,conversion,medium,False,not_extracted,0
chart_021_medium_area_legend_corruption_medium.png,chart_021_medium_area_legend,corruption,medium,True,medium,9
chart_021_medium_area_random_blocks_medium.png,chart_021_medium_area_random,blocks,medium,True,medium,9
chart_021_medium_area_rotation_medium.png,chart_021_medium_area,rotation,medium,True,high,9
chart_022_complex_scatter_brightness_shift_medium.png,chart_022_complex_scatter_brightness,shift,medium,True,medium,8
chart_022_complex_scatter_gaussian_blur_medium.png,chart_022_complex_scatter_gaussian,blur,medium,True,medium,8
chart_022_complex_scatter_grayscale_conversion_medium.png,chart_022_complex_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_022_complex_scatter_legend_corruption_medium.png,chart_022_complex_scatter_legend,corruption,medium,True,medium,8
chart_022_complex_scatter_random_blocks_medium.png,chart_022_complex_scatter_random,blocks,medium,True,medium,6
chart_022_complex_scatter_rotation_medium.png,chart_022_complex_scatter,rotation,medium,True,medium,8
chart_023_complex_line_brightness_shift_medium.png,chart_023_complex_line_brightness,shift,medium,True,medium,11
chart_023_complex_line_gaussian_blur_medium.png,chart_023_complex_line_gaussian,blur,medium,True,medium,11
chart_023_complex_line_grayscale_conversion_medium.png,chart_023_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_023_complex_line_legend_corruption_medium.png,chart_023_complex_line_legend,corruption,medium,True,medium,11
chart_023_complex_line_random_blocks_medium.png,chart_023_complex_line_random,blocks,medium,True,low,0
chart_023_complex_line_rotation_medium.png,chart_023_complex_line,rotation,medium,True,medium,11
chart_024_advanced_scatter_brightness_shift_medium.png,chart_024_advanced_scatter_brightness,shift,medium,True,medium,9
chart_024_advanced_scatter_gaussian_blur_medium.png,chart_024_advanced_scatter_gaussian,blur,medium,True,medium,10
chart_024_advanced_scatter_grayscale_conversion_medium.png,chart_024_advanced_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_024_advanced_scatter_legend_corruption_medium.png,chart_024_advanced_scatter_legend,corruption,medium,True,medium,9
chart_024_advanced_scatter_random_blocks_medium.png,chart_024_advanced_scatter_random,blocks,medium,True,medium,9
chart_024_advanced_scatter_rotation_medium.png,chart_024_advanced_scatter,rotation,medium,True,medium,9
chart_025_medium_scatter_brightness_shift_medium.png,chart_025_medium_scatter_brightness,shift,medium,True,high,6
chart_025_medium_scatter_gaussian_blur_medium.png,chart_025_medium_scatter_gaussian,blur,medium,True,high,6
chart_025_medium_scatter_grayscale_conversion_medium.png,chart_025_medium_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_025_medium_scatter_legend_corruption_medium.png,chart_025_medium_scatter_legend,corruption,medium,True,medium,4
chart_025_medium_scatter_random_blocks_medium.png,chart_025_medium_scatter_random,blocks,medium,True,medium,5
chart_025_medium_scatter_rotation_medium.png,chart_025_medium_scatter,rotation,medium,True,medium,6
chart_026_medium_bar_brightness_shift_medium.png,chart_026_medium_bar_brightness,shift,medium,True,medium,12
chart_026_medium_bar_gaussian_blur_medium.png,chart_026_medium_bar_gaussian,blur,medium,True,medium,14
chart_026_medium_bar_grayscale_conversion_medium.png,chart_026_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_026_medium_bar_legend_corruption_medium.png,chart_026_medium_bar_legend,corruption,medium,True,high,12
chart_026_medium_bar_random_blocks_medium.png,chart_026_medium_bar_random,blocks,medium,True,low,12
chart_026_medium_bar_rotation_medium.png,chart_026_medium_bar,rotation,medium,True,medium,16
chart_027_complex_bar_brightness_shift_medium.png,chart_027_complex_bar_brightness,shift,medium,True,high,36
chart_027_complex_bar_gaussian_blur_medium.png,chart_027_complex_bar_gaussian,blur,medium,True,high,36
chart_027_complex_bar_grayscale_conversion_medium.png,chart_027_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_027_complex_bar_legend_corruption_medium.png,chart_027_complex_bar_legend,corruption,medium,True,high,36
chart_027_complex_bar_random_blocks_medium.png,chart_027_complex_bar_random,blocks,medium,True,low,12
chart_027_complex_bar_rotation_medium.png,chart_027_complex_bar,rotation,medium,True,high,12
chart_028_medium_scatter_brightness_shift_medium.png,chart_028_medium_scatter_brightness,shift,medium,True,high,7
chart_028_medium_scatter_gaussian_blur_medium.png,chart_028_medium_scatter_gaussian,blur,medium,True,medium,9
chart_028_medium_scatter_grayscale_conversion_medium.png,chart_028_medium_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_028_medium_scatter_legend_corruption_medium.png,chart_028_medium_scatter_legend,corruption,medium,True,medium,6
chart_028_medium_scatter_random_blocks_medium.png,chart_028_medium_scatter_random,blocks,medium,True,high,5
chart_028_medium_scatter_rotation_medium.png,chart_028_medium_scatter,rotation,medium,True,medium,7
chart_029_complex_line_brightness_shift_medium.png,chart_029_complex_line_brightness,shift,medium,True,medium,12
chart_029_complex_line_gaussian_blur_medium.png,chart_029_complex_line_gaussian,blur,medium,True,high,12
chart_029_complex_line_grayscale_conversion_medium.png,chart_029_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_029_complex_line_legend_corruption_medium.png,chart_029_complex_line_legend,corruption,medium,True,medium,12
chart_029_complex_line_random_blocks_medium.png,chart_029_complex_line_random,blocks,medium,True,low,0
chart_029_complex_line_rotation_medium.png,chart_029_complex_line,rotation,medium,True,high,12
chart_030_medium_bar_brightness_shift_medium.png,chart_030_medium_bar_brightness,shift,medium,True,high,12
chart_030_medium_bar_gaussian_blur_medium.png,chart_030_medium_bar_gaussian,blur,medium,True,high,12
chart_030_medium_bar_grayscale_conversion_medium.png,chart_030_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_030_medium_bar_legend_corruption_medium.png,chart_030_medium_bar_legend,corruption,medium,True,high,12
chart_030_medium_bar_random_blocks_medium.png,chart_030_medium_bar_random,blocks,medium,True,medium,10
chart_030_medium_bar_rotation_medium.png,chart_030_medium_bar,rotation,medium,True,high,12
chart_031_complex_scatter_brightness_shift_medium.png,chart_031_complex_scatter_brightness,shift,medium,True,high,9
chart_031_complex_scatter_gaussian_blur_medium.png,chart_031_complex_scatter_gaussian,blur,medium,True,high,9
chart_031_complex_scatter_grayscale_conversion_medium.png,chart_031_complex_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_031_complex_scatter_legend_corruption_medium.png,chart_031_complex_scatter_legend,corruption,medium,True,high,9
chart_031_complex_scatter_random_blocks_medium.png,chart_031_complex_scatter_random,blocks,medium,True,medium,8
chart_031_complex_scatter_rotation_medium.png,chart_031_complex_scatter,rotation,medium,True,medium,9
chart_032_complex_area_brightness_shift_medium.png,chart_032_complex_area_brightness,shift,medium,True,medium,8
chart_032_complex_area_gaussian_blur_medium.png,chart_032_complex_area_gaussian,blur,medium,True,medium,8
chart_032_complex_area_grayscale_conversion_medium.png,chart_032_complex_area_grayscale,conversion,medium,False,not_extracted,0
chart_032_complex_area_legend_corruption_medium.png,chart_032_complex_area_legend,corruption,medium,True,medium,32
chart_032_complex_area_random_blocks_medium.png,chart_032_complex_area_random,blocks,medium,True,low,0
chart_032_complex_area_rotation_medium.png,chart_032_complex_area,rotation,medium,True,medium,32
chart_033_advanced_area_brightness_shift_medium.png,chart_033_advanced_area_brightness,shift,medium,True,high,16
chart_033_advanced_area_gaussian_blur_medium.png,chart_033_advanced_area_gaussian,blur,medium,True,high,17
chart_033_advanced_area_grayscale_conversion_medium.png,chart_033_advanced_area_grayscale,conversion,medium,False,not_extracted,0
chart_033_advanced_area_legend_corruption_medium.png,chart_033_advanced_area_legend,corruption,medium,True,high,8
chart_033_advanced_area_random_blocks_medium.png,chart_033_advanced_area_random,blocks,medium,True,medium,8
chart_033_advanced_area_rotation_medium.png,chart_033_advanced_area,rotation,medium,True,medium,8
chart_034_medium_pie_brightness_shift_medium.png,chart_034_medium_pie_brightness,shift,medium,True,high,9
chart_034_medium_pie_gaussian_blur_medium.png,chart_034_medium_pie_gaussian,blur,medium,True,high,9
chart_034_medium_pie_grayscale_conversion_medium.png,chart_034_medium_pie_grayscale,conversion,medium,False,not_extracted,0
chart_034_medium_pie_legend_corruption_medium.png,chart_034_medium_pie_legend,corruption,medium,True,high,9
chart_034_medium_pie_random_blocks_medium.png,chart_034_medium_pie_random,blocks,medium,True,high,9
chart_034_medium_pie_rotation_medium.png,chart_034_medium_pie,rotation,medium,True,high,9
chart_035_medium_bar_brightness_shift_medium.png,chart_035_medium_bar_brightness,shift,medium,True,high,12
chart_035_medium_bar_gaussian_blur_medium.png,chart_035_medium_bar_gaussian,blur,medium,True,high,12
chart_035_medium_bar_grayscale_conversion_medium.png,chart_035_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_035_medium_bar_legend_corruption_medium.png,chart_035_medium_bar_legend,corruption,medium,True,high,12
chart_035_medium_bar_random_blocks_medium.png,chart_035_medium_bar_random,blocks,medium,True,low,0
chart_035_medium_bar_rotation_medium.png,chart_035_medium_bar,rotation,medium,True,high,12
chart_036_complex_bar_brightness_shift_medium.png,chart_036_complex_bar_brightness,shift,medium,True,high,21
chart_036_complex_bar_gaussian_blur_medium.png,chart_036_complex_bar_gaussian,blur,medium,True,high,21
chart_036_complex_bar_grayscale_conversion_medium.png,chart_036_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_036_complex_bar_legend_corruption_medium.png,chart_036_complex_bar_legend,corruption,medium,True,high,24
chart_036_complex_bar_random_blocks_medium.png,chart_036_complex_bar_random,blocks,medium,True,medium,21
chart_036_complex_bar_rotation_medium.png,chart_036_complex_bar,rotation,medium,True,high,35
chart_037_advanced_scatter_brightness_shift_medium.png,chart_037_advanced_scatter_brightness,shift,medium,True,medium,9
chart_037_advanced_scatter_gaussian_blur_medium.png,chart_037_advanced_scatter_gaussian,blur,medium,True,high,9
chart_037_advanced_scatter_grayscale_conversion_medium.png,chart_037_advanced_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_037_advanced_scatter_legend_corruption_medium.png,chart_037_advanced_scatter_legend,corruption,medium,True,high,9
chart_037_advanced_scatter_random_blocks_medium.png,chart_037_advanced_scatter_random,blocks,medium,True,medium,8
chart_037_advanced_scatter_rotation_medium.png,chart_037_advanced_scatter,rotation,medium,True,medium,9
chart_038_medium_line_brightness_shift_medium.png,chart_038_medium_line_brightness,shift,medium,True,medium,7
chart_038_medium_line_gaussian_blur_medium.png,chart_038_medium_line_gaussian,blur,medium,True,medium,7
chart_038_medium_line_grayscale_conversion_medium.png,chart_038_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_038_medium_line_legend_corruption_medium.png,chart_038_medium_line_legend,corruption,medium,True,medium,7
chart_038_medium_line_random_blocks_medium.png,chart_038_medium_line_random,blocks,medium,True,low,7
chart_038_medium_line_rotation_medium.png,chart_038_medium_line,rotation,medium,True,medium,7
chart_039_medium_line_brightness_shift_medium.png,chart_039_medium_line_brightness,shift,medium,True,medium,14
chart_039_medium_line_gaussian_blur_medium.png,chart_039_medium_line_gaussian,blur,medium,True,medium,7
chart_039_medium_line_grayscale_conversion_medium.png,chart_039_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_039_medium_line_legend_corruption_medium.png,chart_039_medium_line_legend,corruption,medium,True,medium,7
chart_039_medium_line_random_blocks_medium.png,chart_039_medium_line_random,blocks,medium,True,low,7
chart_039_medium_line_rotation_medium.png,chart_039_medium_line,rotation,medium,True,high,14
chart_040_medium_line_brightness_shift_medium.png,chart_040_medium_line_brightness,shift,medium,True,medium,9
chart_040_medium_line_gaussian_blur_medium.png,chart_040_medium_line_gaussian,blur,medium,True,medium,9
chart_040_medium_line_grayscale_conversion_medium.png,chart_040_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_040_medium_line_legend_corruption_medium.png,chart_040_medium_line_legend,corruption,medium,True,medium,9
chart_040_medium_line_random_blocks_medium.png,chart_040_medium_line_random,blocks,medium,True,low,9
chart_040_medium_line_rotation_medium.png,chart_040_medium_line,rotation,medium,True,medium,9
chart_041_advanced_bar_brightness_shift_medium.png,chart_041_advanced_bar_brightness,shift,medium,True,high,24
chart_041_advanced_bar_gaussian_blur_medium.png,chart_041_advanced_bar_gaussian,blur,medium,True,high,24
chart_041_advanced_bar_grayscale_conversion_medium.png,chart_041_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_041_advanced_bar_legend_corruption_medium.png,chart_041_advanced_bar_legend,corruption,medium,True,high,24
chart_041_advanced_bar_random_blocks_medium.png,chart_041_advanced_bar_random,blocks,medium,True,high,18
chart_041_advanced_bar_rotation_medium.png,chart_041_advanced_bar,rotation,medium,True,high,24
chart_042_complex_scatter_brightness_shift_medium.png,chart_042_complex_scatter_brightness,shift,medium,True,medium,6
chart_042_complex_scatter_gaussian_blur_medium.png,chart_042_complex_scatter_gaussian,blur,medium,True,medium,6
chart_042_complex_scatter_grayscale_conversion_medium.png,chart_042_complex_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_042_complex_scatter_legend_corruption_medium.png,chart_042_complex_scatter_legend,corruption,medium,True,high,6
chart_042_complex_scatter_random_blocks_medium.png,chart_042_complex_scatter_random,blocks,medium,True,medium,4
chart_042_complex_scatter_rotation_medium.png,chart_042_complex_scatter,rotation,medium,True,high,6
chart_043_medium_line_brightness_shift_medium.png,chart_043_medium_line_brightness,shift,medium,True,medium,7
chart_043_medium_line_gaussian_blur_medium.png,chart_043_medium_line_gaussian,blur,medium,True,medium,7
chart_043_medium_line_grayscale_conversion_medium.png,chart_043_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_043_medium_line_legend_corruption_medium.png,chart_043_medium_line_legend,corruption,medium,True,medium,6
chart_043_medium_line_random_blocks_medium.png,chart_043_medium_line_random,blocks,medium,True,medium,7
chart_043_medium_line_rotation_medium.png,chart_043_medium_line,rotation,medium,True,medium,7
chart_044_complex_scatter_brightness_shift_medium.png,chart_044_complex_scatter_brightness,shift,medium,True,medium,4
chart_044_complex_scatter_gaussian_blur_medium.png,chart_044_complex_scatter_gaussian,blur,medium,True,medium,8
chart_044_complex_scatter_grayscale_conversion_medium.png,chart_044_complex_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_044_complex_scatter_legend_corruption_medium.png,chart_044_complex_scatter_legend,corruption,medium,True,high,4
chart_044_complex_scatter_random_blocks_medium.png,chart_044_complex_scatter_random,blocks,medium,True,medium,4
chart_044_complex_scatter_rotation_medium.png,chart_044_complex_scatter,rotation,medium,True,medium,4
chart_045_medium_area_brightness_shift_medium.png,chart_045_medium_area_brightness,shift,medium,True,high,10
chart_045_medium_area_gaussian_blur_medium.png,chart_045_medium_area_gaussian,blur,medium,True,high,12
chart_045_medium_area_grayscale_conversion_medium.png,chart_045_medium_area_grayscale,conversion,medium,False,not_extracted,0
chart_045_medium_area_legend_corruption_medium.png,chart_045_medium_area_legend,corruption,medium,True,medium,10
chart_045_medium_area_random_blocks_medium.png,chart_045_medium_area_random,blocks,medium,True,low,8
chart_045_medium_area_rotation_medium.png,chart_045_medium_area,rotation,medium,True,high,10
chart_046_medium_line_brightness_shift_medium.png,chart_046_medium_line_brightness,shift,medium,True,medium,8
chart_046_medium_line_gaussian_blur_medium.png,chart_046_medium_line_gaussian,blur,medium,True,high,16
chart_046_medium_line_grayscale_conversion_medium.png,chart_046_medium_line_grayscale,conversion,medium,False,not_extracted,0
