extraction_key,chart_id,is_original,perturbation_type,intensity,status,value_accuracy,f1_score,relative_accuracy,composite_score,evaluation_notes
chart_095_complex_area_original,chart_095_complex_area,True,none,none,success,27.27272727272727,1.0,100.0,63.63636363636363,Successfully evaluated
chart_096_advanced_pie_original,chart_096_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_097_advanced_scatter_original,chart_097_advanced_scatter,True,none,none,success,40.0,1.0,100.0,70.0,Successfully evaluated
chart_098_complex_area_original,chart_098_complex_area,True,none,none,success,22.22222222222222,1.0,100.0,61.111111111111114,Successfully evaluated
chart_099_complex_scatter_original,chart_099_complex_scatter,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_100_complex_bar_original,chart_100_complex_bar,True,none,none,success,60.0,0.5,100.0,55.00000000000001,Successfully evaluated
chart_101_medium_bar_original,chart_101_medium_bar,True,none,none,success,25.0,0.6666666666666666,100.0,45.83333333333333,Successfully evaluated
chart_102_medium_line_original,chart_102_medium_line,True,none,none,success,28.57142857142857,1.0,100.0,64.28571428571428,Successfully evaluated
chart_103_complex_bar_original,chart_103_complex_bar,True,none,none,success,18.181818181818183,0.5,100.0,34.09090909090909,Successfully evaluated
chart_104_medium_line_original,chart_104_medium_line,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_105_complex_area_original,chart_105_complex_area,True,none,none,success,0.0,0.0,100.0,0.0,Successfully evaluated
chart_106_complex_pie_original,chart_106_complex_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_107_medium_line_original,chart_107_medium_line,True,none,none,success,59.25925925925925,0.5,100.0,54.629629629629626,Successfully evaluated
chart_108_complex_scatter_original,chart_108_complex_scatter,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_109_advanced_line_original,chart_109_advanced_line,True,none,none,success,14.285714285714285,1.0,100.0,57.14285714285714,Successfully evaluated
chart_110_complex_bar_original,chart_110_complex_bar,True,none,none,success,22.22222222222222,0.4,100.0,31.11111111111111,Successfully evaluated
chart_111_medium_bar_original,chart_111_medium_bar,True,none,none,success,4.761904761904762,0.5,100.0,27.380952380952383,Successfully evaluated
chart_112_medium_scatter_original,chart_112_medium_scatter,True,none,none,success,0.0,0.9333333333333333,100.0,46.666666666666664,Successfully evaluated
chart_113_medium_bar_original,chart_113_medium_bar,True,none,none,success,100.0,0.7692307692307693,100.0,88.46153846153845,Successfully evaluated
chart_114_advanced_bar_original,chart_114_advanced_bar,True,none,none,missing,0.0,0.0,100.0,0.0,Failed extraction: missing
chart_115_complex_area_original,chart_115_complex_area,True,none,none,success,25.0,1.0,100.0,62.5,Successfully evaluated
chart_116_medium_line_original,chart_116_medium_line,True,none,none,success,100.0,0.7142857142857143,100.0,85.71428571428572,Successfully evaluated
chart_117_complex_bar_original,chart_117_complex_bar,True,none,none,success,25.925925925925924,0.5,100.0,37.96296296296296,Successfully evaluated
chart_118_complex_bar_original,chart_118_complex_bar,True,none,none,success,20.833333333333336,0.5,100.0,35.41666666666667,Successfully evaluated
chart_119_advanced_line_original,chart_119_advanced_line,True,none,none,success,15.384615384615385,1.0,100.0,57.692307692307686,Successfully evaluated
chart_120_medium_line_original,chart_120_medium_line,True,none,none,success,16.666666666666664,1.0,100.0,58.33333333333333,Successfully evaluated
chart_121_advanced_pie_original,chart_121_advanced_pie,True,none,none,success,0.0,0.923076923076923,100.0,46.15384615384615,Successfully evaluated
chart_122_medium_line_original,chart_122_medium_line,True,none,none,success,50.0,1.0,100.0,75.0,Successfully evaluated
chart_123_medium_line_original,chart_123_medium_line,True,none,none,success,100.0,1.0,100.0,100.0,Successfully evaluated
chart_124_advanced_pie_original,chart_124_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_125_complex_pie_original,chart_125_complex_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_126_complex_scatter_original,chart_126_complex_scatter,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_127_advanced_scatter_original,chart_127_advanced_scatter,True,none,none,success,0.0,0.9090909090909091,100.0,45.45454545454545,Successfully evaluated
chart_128_medium_line_original,chart_128_medium_line,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_129_medium_scatter_original,chart_129_medium_scatter,True,none,none,success,0.0,0.9411764705882353,100.0,47.05882352941176,Successfully evaluated
chart_130_medium_bar_original,chart_130_medium_bar,True,none,none,success,30.0,0.5,100.0,40.0,Successfully evaluated
chart_131_complex_line_original,chart_131_complex_line,True,none,none,success,25.0,1.0,100.0,62.5,Successfully evaluated
chart_132_complex_line_original,chart_132_complex_line,True,none,none,success,18.181818181818183,1.0,100.0,59.09090909090909,Successfully evaluated
chart_133_complex_bar_original,chart_133_complex_bar,True,none,none,success,13.88888888888889,0.4,100.0,26.94444444444445,Successfully evaluated
chart_134_complex_bar_original,chart_134_complex_bar,True,none,none,success,15.0,0.4,100.0,27.500000000000004,Successfully evaluated
chart_135_complex_bar_original,chart_135_complex_bar,True,none,none,success,17.5,0.4,100.0,28.749999999999996,Successfully evaluated
chart_136_complex_bar_original,chart_136_complex_bar,True,none,none,success,14.814814814814813,0.5,100.0,32.407407407407405,Successfully evaluated
chart_137_complex_bar_original,chart_137_complex_bar,True,none,none,success,14.814814814814813,0.5,100.0,32.407407407407405,Successfully evaluated
chart_138_medium_line_original,chart_138_medium_line,True,none,none,success,10.0,1.0,100.0,55.00000000000001,Successfully evaluated
chart_139_advanced_scatter_original,chart_139_advanced_scatter,True,none,none,success,18.181818181818183,1.0,100.0,59.09090909090909,Successfully evaluated
chart_140_medium_bar_original,chart_140_medium_bar,True,none,none,success,19.047619047619047,0.5,100.0,34.523809523809526,Successfully evaluated
chart_141_medium_bar_original,chart_141_medium_bar,True,none,none,success,19.047619047619047,0.5,100.0,34.523809523809526,Successfully evaluated
chart_142_medium_bar_original,chart_142_medium_bar,True,none,none,success,7.4074074074074066,0.5,100.0,28.703703703703702,Successfully evaluated
chart_143_complex_bar_original,chart_143_complex_bar,True,none,none,success,75.0,0.4,100.0,57.49999999999999,Successfully evaluated
chart_144_medium_bar_original,chart_144_medium_bar,True,none,none,success,8.333333333333332,0.6666666666666666,100.0,37.5,Successfully evaluated
chart_145_medium_scatter_original,chart_145_medium_scatter,True,none,none,success,0.0,0.9090909090909091,100.0,45.45454545454545,Successfully evaluated
chart_146_medium_scatter_original,chart_146_medium_scatter,True,none,none,success,0.0,0.8235294117647058,100.0,41.17647058823529,Successfully evaluated
chart_147_complex_line_original,chart_147_complex_line,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_148_medium_pie_original,chart_148_medium_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_149_complex_bar_original,chart_149_complex_bar,True,none,none,success,95.23809523809523,0.6,100.0,77.6190476190476,Successfully evaluated
chart_150_medium_bar_original,chart_150_medium_bar,True,none,none,success,100.0,0.6,100.0,80.0,Successfully evaluated
chart_151_complex_line_original,chart_151_complex_line,True,none,none,success,11.11111111111111,1.0,100.0,55.55555555555556,Successfully evaluated
chart_152_complex_pie_original,chart_152_complex_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_153_advanced_scatter_original,chart_153_advanced_scatter,True,none,none,success,26.666666666666668,1.0,100.0,63.33333333333333,Successfully evaluated
chart_154_complex_line_original,chart_154_complex_line,True,none,none,success,10.0,1.0,100.0,55.00000000000001,Successfully evaluated
chart_155_medium_bar_original,chart_155_medium_bar,True,none,none,success,20.0,0.5,100.0,35.0,Successfully evaluated
chart_156_complex_line_original,chart_156_complex_line,True,none,none,success,54.54545454545454,1.0,100.0,77.27272727272727,Successfully evaluated
chart_157_complex_line_original,chart_157_complex_line,True,none,none,success,16.666666666666664,1.0,100.0,58.33333333333333,Successfully evaluated
chart_158_advanced_pie_original,chart_158_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_159_medium_area_original,chart_159_medium_area,True,none,none,success,80.0,1.0,100.0,90.0,Successfully evaluated
chart_160_advanced_pie_original,chart_160_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_161_complex_bar_original,chart_161_complex_bar,True,none,none,missing,0.0,0.0,100.0,0.0,Failed extraction: missing
chart_162_medium_line_original,chart_162_medium_line,True,none,none,success,33.33333333333333,1.0,100.0,66.66666666666666,Successfully evaluated
chart_163_medium_bar_original,chart_163_medium_bar,True,none,none,success,14.285714285714285,0.5,100.0,32.14285714285714,Successfully evaluated
chart_164_complex_line_original,chart_164_complex_line,True,none,none,success,33.33333333333333,1.0,100.0,66.66666666666666,Successfully evaluated
chart_165_complex_bar_original,chart_165_complex_bar,True,none,none,success,12.5,0.4,100.0,26.25,Successfully evaluated
chart_166_advanced_scatter_original,chart_166_advanced_scatter,True,none,none,success,13.333333333333334,1.0,100.0,56.666666666666664,Successfully evaluated
chart_167_complex_bar_original,chart_167_complex_bar,True,none,none,success,15.0,0.4,100.0,27.500000000000004,Successfully evaluated
chart_168_complex_scatter_original,chart_168_complex_scatter,True,none,none,success,0.0,0.9473684210526316,100.0,47.36842105263158,Successfully evaluated
chart_169_advanced_line_original,chart_169_advanced_line,True,none,none,success,20.0,1.0,100.0,60.0,Successfully evaluated
chart_170_advanced_pie_original,chart_170_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_171_medium_bar_original,chart_171_medium_bar,True,none,none,success,50.0,0.6666666666666666,100.0,58.33333333333333,Successfully evaluated
chart_172_advanced_area_original,chart_172_advanced_area,True,none,none,success,20.0,1.0,100.0,60.0,Successfully evaluated
chart_173_advanced_line_original,chart_173_advanced_line,True,none,none,success,7.142857142857142,1.0,100.0,53.57142857142857,Successfully evaluated
chart_174_medium_scatter_original,chart_174_medium_scatter,True,none,none,success,0.0,0.923076923076923,100.0,46.15384615384615,Successfully evaluated
chart_175_complex_line_original,chart_175_complex_line,True,none,none,success,16.666666666666664,1.0,100.0,58.33333333333333,Successfully evaluated
chart_176_advanced_bar_original,chart_176_advanced_bar,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_177_medium_bar_original,chart_177_medium_bar,True,none,none,success,13.333333333333334,0.5,100.0,31.666666666666664,Successfully evaluated
chart_178_advanced_line_original,chart_178_advanced_line,True,none,none,success,25.0,1.0,100.0,62.5,Successfully evaluated
chart_179_complex_line_original,chart_179_complex_line,True,none,none,success,20.0,1.0,100.0,60.0,Successfully evaluated
chart_180_advanced_bar_original,chart_180_advanced_bar,True,none,none,success,18.181818181818183,1.0,100.0,59.09090909090909,Successfully evaluated
chart_181_medium_pie_original,chart_181_medium_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_182_complex_bar_original,chart_182_complex_bar,True,none,none,success,33.33333333333333,1.0,100.0,66.66666666666666,Successfully evaluated
chart_183_advanced_scatter_original,chart_183_advanced_scatter,True,none,none,success,0.0,0.9473684210526316,100.0,47.36842105263158,Successfully evaluated
chart_184_advanced_bar_original,chart_184_advanced_bar,True,none,none,success,38.46153846153847,1.0,100.0,69.23076923076923,Successfully evaluated
chart_185_advanced_bar_original,chart_185_advanced_bar,True,none,none,success,25.0,1.0,100.0,62.5,Successfully evaluated
chart_186_complex_pie_original,chart_186_complex_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_187_advanced_pie_original,chart_187_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_188_complex_bar_original,chart_188_complex_bar,True,none,none,success,14.814814814814813,0.5,100.0,32.407407407407405,Successfully evaluated
chart_189_complex_bar_original,chart_189_complex_bar,True,none,none,success,24.242424242424242,0.5,100.0,37.121212121212125,Successfully evaluated
chart_190_complex_area_original,chart_190_complex_area,True,none,none,success,10.0,1.0,100.0,55.00000000000001,Successfully evaluated
chart_191_medium_line_original,chart_191_medium_line,True,none,none,success,14.285714285714285,1.0,100.0,57.14285714285714,Successfully evaluated
chart_192_complex_scatter_original,chart_192_complex_scatter,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_193_complex_line_original,chart_193_complex_line,True,none,none,success,27.27272727272727,1.0,100.0,63.63636363636363,Successfully evaluated
chart_194_medium_pie_original,chart_194_medium_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_195_advanced_line_original,chart_195_advanced_line,True,none,none,success,46.666666666666664,1.0,100.0,73.33333333333333,Successfully evaluated
chart_196_medium_line_original,chart_196_medium_line,True,none,none,success,30.0,1.0,100.0,65.0,Successfully evaluated
chart_197_complex_line_original,chart_197_complex_line,True,none,none,success,27.27272727272727,1.0,100.0,63.63636363636363,Successfully evaluated
chart_198_medium_line_original,chart_198_medium_line,True,none,none,success,33.33333333333333,1.0,100.0,66.66666666666666,Successfully evaluated
chart_199_medium_line_original,chart_199_medium_line,True,none,none,success,50.0,1.0,100.0,75.0,Successfully evaluated
chart_200_advanced_pie_original,chart_200_advanced_pie,True,none,none,success,0.0,1.0,100.0,50.0,Successfully evaluated
chart_001_complex_bar_brightness_shift_medium,chart_001_complex_bar_brightness,False,shift,medium,success,14.814814814814813,0.5,89.74358974358975,32.407407407407405,Successfully evaluated
chart_001_complex_bar_gaussian_blur_medium,chart_001_complex_bar_gaussian,False,blur,medium,success,18.51851851851852,0.5,94.87179487179488,34.25925925925926,Successfully evaluated
chart_001_complex_bar_grayscale_conversion_medium,chart_001_complex_bar_grayscale,False,conversion,medium,success,15.384615384615385,0.5142857142857142,92.5105663567202,33.4065934065934,Successfully evaluated
chart_001_complex_bar_legend_corruption_medium,chart_001_complex_bar_legend,False,corruption,medium,success,22.22222222222222,0.5,100.0,36.11111111111111,Successfully evaluated
chart_001_complex_bar_random_blocks_medium,chart_001_complex_bar_random,False,blocks,medium,success,11.11111111111111,0.5,84.61538461538463,30.555555555555557,Successfully evaluated
chart_001_complex_bar_rotation_medium,chart_001_complex_bar,False,rotation,medium,success,14.814814814814813,0.5,89.74358974358975,32.407407407407405,Successfully evaluated
chart_002_medium_bar_brightness_shift_medium,chart_002_medium_bar_brightness,False,shift,medium,success,33.33333333333333,0.5,136.36363636363635,41.666666666666664,Successfully evaluated
chart_002_medium_bar_gaussian_blur_medium,chart_002_medium_bar_gaussian,False,blur,medium,success,22.22222222222222,0.5,118.18181818181816,36.11111111111111,Successfully evaluated
chart_002_medium_bar_grayscale_conversion_medium,chart_002_medium_bar_grayscale,False,conversion,medium,success,11.11111111111111,0.5,100.0,30.555555555555557,Successfully evaluated
chart_002_medium_bar_legend_corruption_medium,chart_002_medium_bar_legend,False,corruption,medium,success,20.0,0.5714285714285715,126.23376623376626,38.57142857142858,Successfully evaluated
chart_002_medium_bar_random_blocks_medium,chart_002_medium_bar_random,False,blocks,medium,success,0.0,0.0,0.0,0.0,Successfully evaluated
chart_002_medium_bar_rotation_medium,chart_002_medium_bar,False,rotation,medium,success,16.666666666666664,0.5,109.09090909090907,33.33333333333333,Successfully evaluated
chart_003_medium_bar_brightness_shift_medium,chart_003_medium_bar_brightness,False,shift,medium,success,6.25,0.7692307692307693,108.125,41.58653846153847,Successfully evaluated
chart_003_medium_bar_gaussian_blur_medium,chart_003_medium_bar_gaussian,False,blur,medium,success,0.0,0.7692307692307693,100.0,38.46153846153847,Successfully evaluated
chart_003_medium_bar_grayscale_conversion_medium,chart_003_medium_bar_grayscale,False,conversion,medium,success,6.25,0.7692307692307693,108.125,41.58653846153847,Successfully evaluated
