extraction_key,original_chart_id,matched_original_key,perturbation_type,intensity,perturbed_exact_match,perturbed_f1,perturbed_value_accuracy,perturbed_structural,original_exact_match,original_f1,original_value_accuracy,original_structural,dri_exact_match,dri_f1,dri_value_accuracy,dri_structural,composite_dri
chart_192_complex_line_legend_corruption_medium,chart_192,chart_192_complex_line,corruption,medium,0.0,0.0,0.0,90.90909090909092,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,0.0,0.0,0.9090909090909092,0.4772727272727273
chart_122_advanced_scatter_brightness_shift_high,chart_122,chart_122_advanced_scatter,shift,high,0.0,1.0,83.33333333333334,100.0,0.0,1.0,83.33333333333334,100.0,1.0,1.0,1.0,1.0,1.0
chart_016_medium_area_gaussian_blur_medium,chart_016,chart_016_medium_area,blur,medium,0.0,0.5555555555555556,33.33333333333333,50.0,0.0,0.7777777777777778,44.44444444444444,50.0,1.0,0.7142857142857143,0.75,1.0,0.8660714285714286
chart_193_medium_line_random_blocks_medium,chart_193,chart_193_medium_line,blocks,medium,0.0,0.3333333333333333,16.666666666666664,100.0,0.0,0.3333333333333333,33.33333333333333,75.0,1.0,1.0,0.5,1.0,0.875
chart_096_medium_bar_rotation_medium,chart_096,chart_096_medium_bar,rotation,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_162_complex_bar_gaussian_blur_medium,chart_162,chart_162_complex_bar,blur,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,13.157894736842104,1.0,1.0,1.0,0.9500000000000001,0.9875
chart_120_complex_pie_rotation_low,chart_120,chart_120_complex_pie,rotation,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_169_medium_scatter_gaussian_blur_medium,chart_169,chart_169_medium_scatter,blur,medium,0.0,0.0,0.0,85.71428571428572,0.0,0.0,0.0,92.85714285714286,1.0,1.0,1.0,0.9230769230769231,0.9807692307692308
chart_003_medium_bar_brightness_shift_high,chart_003,chart_003_advanced_pie,shift,high,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.3125,0.828125
chart_109_advanced_bar_brightness_shift_high,chart_109,chart_109_advanced_bar,shift,high,0.0,0.9655172413793104,60.0,46.666666666666664,0.0,0.0,0.0,13.392857142857142,1.0,0.0,0.0,1.0,0.5
chart_175_advanced_bar_random_blocks_medium,chart_175,chart_175_advanced_bar,blocks,medium,0.0,0.09090909090909091,0.0,50.0,0.0,0.33333333333333337,90.9090909090909,10.0,1.0,0.2727272727272727,0.0,1.0,0.5681818181818181
chart_163_complex_scatter_brightness_shift_medium,chart_163,chart_163_complex_scatter,shift,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_015_complex_line_random_blocks_medium,chart_015,chart_015_complex_line,blocks,medium,0.0,0.0,0.0,50.0,0.0,0.2727272727272727,0.0,100.0,1.0,0.0,1.0,0.5,0.625
chart_091_advanced_pie_brightness_shift_medium,chart_091,chart_091_advanced_pie,shift,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_013_advanced_bar_rotation_high,chart_013,chart_013_advanced_bar,rotation,high,0.0,0.15384615384615385,15.384615384615385,50.0,0.0,0.23076923076923078,15.384615384615385,50.0,1.0,0.6666666666666667,1.0,1.0,0.9166666666666667
chart_102_medium_line_gaussian_blur_low,chart_102,chart_102_medium_line,blur,low,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1.0,1.0,1.0,1.0,1.0
chart_030_medium_bar_gaussian_blur_low,chart_030,chart_030_medium_bar,blur,low,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_045_complex_bar_brightness_shift_high,chart_045,chart_045_complex_bar,shift,high,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_014_complex_bar_brightness_shift_medium,chart_014,chart_014_complex_bar,shift,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_077_complex_area_legend_corruption_medium,chart_077,chart_077_complex_area,corruption,medium,0.0,0.08333333333333333,0.0,50.0,0.0,0.25,8.333333333333332,50.0,1.0,0.33333333333333326,0.0,1.0,0.5833333333333333
chart_045_complex_bar_legend_corruption_medium,chart_045,chart_045_complex_bar,corruption,medium,0.0,0.43902439024390244,81.81818181818183,18.333333333333332,0.0,0.0,0.0,16.666666666666664,1.0,0.0,0.0,1.0,0.5
chart_179_advanced_bar_random_blocks_medium,chart_179,chart_179_advanced_bar,blocks,medium,0.0,0.38461538461538464,15.384615384615385,50.0,0.0,0.15384615384615385,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_093_complex_area_gaussian_blur_medium,chart_093,chart_093_complex_area,blur,medium,0.0,0.3333333333333333,11.11111111111111,50.0,0.0,0.4444444444444444,11.11111111111111,50.0,1.0,0.75,1.0,1.0,0.9375
chart_156_complex_bar_brightness_shift_low,chart_156,chart_156_complex_bar,shift,low,0.0,0.0,0.0,12.5,0.0,0.4255319148936171,90.9090909090909,15.277777777777779,1.0,0.0,0.0,0.8181818181818181,0.45454545454545453
chart_098_complex_bar_legend_corruption_medium,chart_098,chart_098_complex_bar,corruption,medium,0.0,0.0,0.0,18.333333333333332,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_121_complex_scatter_gaussian_blur_medium,chart_121,chart_121_complex_scatter,blur,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_179_advanced_bar_rotation_high,chart_179,chart_179_advanced_bar,rotation,high,0.0,0.38461538461538464,23.076923076923077,50.0,0.0,0.15384615384615385,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_189_medium_pie_brightness_shift_low,chart_189,chart_189_medium_pie,shift,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_076_medium_area_brightness_shift_high,chart_076,chart_076_medium_area,shift,high,0.0,0.5714285714285714,42.857142857142854,50.0,0.0,0.5714285714285714,42.857142857142854,50.0,1.0,1.0,1.0,1.0,1.0
chart_162_complex_bar_legend_corruption_medium,chart_162,chart_162_complex_bar,corruption,medium,0.0,0.24,60.0,12.5,0.0,0.0,0.0,13.157894736842104,1.0,0.0,0.0,0.9500000000000001,0.48750000000000004
chart_196_advanced_scatter_rotation_high,chart_196,chart_196_advanced_scatter,rotation,high,0.0,0.0,0.0,100.0,0.0,0.35714285714285715,14.285714285714285,100.0,1.0,0.0,0.0,1.0,0.5
chart_093_complex_area_rotation_low,chart_093,chart_093_complex_area,rotation,low,0.0,0.4444444444444444,22.22222222222222,50.0,0.0,0.4444444444444444,11.11111111111111,50.0,1.0,1.0,1.0,1.0,1.0
chart_119_advanced_pie_random_blocks_medium,chart_119,chart_119_advanced_pie,blocks,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_195_advanced_pie_rotation_high,chart_195,chart_195_advanced_pie,rotation,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_011_medium_scatter_rotation_high,chart_011,chart_011_medium_scatter,rotation,high,0.0,0.0,0.0,85.71428571428572,0.0,0.0,0.0,92.85714285714286,1.0,1.0,1.0,0.9230769230769231,0.9807692307692308
chart_140_medium_scatter_gaussian_blur_medium,chart_140,chart_140_medium_scatter,blur,medium,0.0,0.0,0.0,91.66666666666667,0.0,0.0,0.0,91.66666666666667,1.0,1.0,1.0,1.0,1.0
chart_114_advanced_line_brightness_shift_medium,chart_114,chart_114_advanced_line,shift,medium,0.0,0.15384615384615385,15.384615384615385,100.0,0.0,0.07692307692307693,7.6923076923076925,100.0,1.0,1.0,1.0,1.0,1.0
chart_108_medium_bar_rotation_medium,chart_108,chart_108_medium_bar,rotation,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_128_complex_bar_gaussian_blur_medium,chart_128,chart_128_complex_bar,blur,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_002_medium_bar_rotation_medium,chart_002,chart_002_medium_line,rotation,medium,0.0,0.0,0.0,27.77777777777778,0.0,0.5,30.0,100.0,1.0,0.0,0.0,0.2777777777777777,0.3194444444444444
chart_028_advanced_area_rotation_low,chart_028,chart_028_advanced_area,rotation,low,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.52941176470588,1.0,1.0,1.0,1.0,1.0
chart_165_advanced_pie_rotation_medium,chart_165,chart_165_advanced_pie,rotation,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_179_advanced_bar_gaussian_blur_high,chart_179,chart_179_advanced_bar,blur,high,0.0,0.38461538461538464,23.076923076923077,50.0,0.0,0.15384615384615385,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_189_medium_pie_rotation_high,chart_189,chart_189_medium_pie,rotation,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_158_medium_bar_rotation_low,chart_158,chart_158_medium_bar,rotation,low,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_082_complex_line_rotation_high,chart_082,chart_082_complex_line,rotation,high,0.0,0.2727272727272727,9.090909090909092,100.0,0.0,0.2727272727272727,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_073_medium_area_rotation_medium,chart_073,chart_073_medium_area,rotation,medium,0.0,0.4444444444444444,50.0,25.0,0.0,0.3333333333333333,33.33333333333333,25.0,1.0,1.0,1.0,1.0,1.0
chart_113_complex_bar_gaussian_blur_high,chart_113,chart_113_complex_bar,blur,high,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,17.391304347826086,1.0,1.0,1.0,0.9583333333333333,0.9895833333333333
chart_147_complex_pie_brightness_shift_high,chart_147,chart_147_complex_pie,shift,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_050_medium_pie_brightness_shift_high,chart_050,chart_050_medium_pie,shift,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_063_medium_line_gaussian_blur_medium,chart_063,chart_063_medium_line,blur,medium,0.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,1.0,1.0,1.0,1.0,1.0
chart_192_complex_line_brightness_shift_high,chart_192,chart_192_complex_line,shift,high,0.0,0.36363636363636365,18.181818181818183,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_167_advanced_area_legend_corruption_medium,chart_167,chart_167_advanced_area,corruption,medium,0.0,0.05128205128205129,10.0,17.24137931034483,0.0,0.05,0.0,16.666666666666664,1.0,1.0,0.0,1.0,0.75
chart_003_advanced_pie_random_blocks_medium,chart_003,chart_003_advanced_pie,blocks,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_067_advanced_scatter_rotation_high,chart_067,chart_067_advanced_scatter,rotation,high,0.0,0.36363636363636365,0.0,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,0.0,1.0,0.75
chart_177_complex_bar_legend_corruption_medium,chart_177,chart_177_complex_bar,corruption,medium,0.0,0.0,0.0,11.538461538461538,0.0,0.0,0.0,12.5,1.0,1.0,1.0,0.9230769230769231,0.9807692307692308
chart_166_medium_bar_rotation_medium,chart_166,chart_166_medium_bar,rotation,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_117_medium_line_legend_corruption_medium,chart_117,chart_117_medium_line,corruption,medium,0.0,0.19047619047619044,33.33333333333333,70.0,0.0,0.5,33.33333333333333,100.0,1.0,0.38095238095238093,1.0,0.7,0.7702380952380952
chart_176_medium_pie_rotation_medium,chart_176,chart_176_medium_pie,rotation,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_079_complex_bar_rotation_medium,chart_079,chart_079_complex_bar,rotation,medium,0.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_193_medium_line_gaussian_blur_medium,chart_193,chart_193_medium_line,blur,medium,0.0,0.3333333333333333,33.33333333333333,75.0,0.0,0.3333333333333333,33.33333333333333,75.0,1.0,1.0,1.0,1.0,1.0
chart_072_advanced_line_random_blocks_medium,chart_072,chart_072_advanced_line,blocks,medium,0.0,0.6,60.0,50.0,0.0,0.6,50.0,100.0,1.0,1.0,1.0,0.5,0.875
