extraction_key,extraction_type,exact_match_accuracy,partial_match_f1,value_extraction_accuracy,structural_understanding,original_chart_id,perturbation_type,intensity
chart_173_advanced_line,original,0.0,0.25,16.666666666666664,100.0,,,
chart_169_medium_scatter,original,0.0,0.0,0.0,92.85714285714286,,,
chart_131_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_126_complex_line,original,0.0,0.625,25.0,100.0,,,
chart_019_advanced_scatter,original,0.0,0.7499999999999999,20.0,80.0,,,
chart_079_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_075_medium_line,original,0.0,0.6666666666666666,16.666666666666664,100.0,,,
chart_016_medium_area,original,0.0,0.7777777777777778,44.44444444444444,50.0,,,
chart_066_advanced_bar,original,0.0,0.46153846153846156,38.46153846153847,50.0,,,
chart_051_advanced_area,original,0.0,0.0,0.0,67.56756756756756,,,
chart_088_complex_bar,original,0.0,0.0,0.0,12.5,,,
chart_092_advanced_scatter,original,0.0,0.20000000000000004,6.666666666666667,100.0,,,
chart_039_complex_scatter,original,0.0,0.0,0.0,68.18181818181819,,,
chart_091_advanced_pie,original,0.0,0.0,0.0,100.0,,,
chart_114_advanced_line,original,0.0,0.07692307692307693,7.6923076923076925,100.0,,,
chart_163_complex_scatter,original,0.0,0.0,0.0,100.0,,,
chart_157_medium_line,original,0.0,0.0,0.0,100.0,,,
chart_023_medium_scatter,original,0.0,0.0,0.0,85.0,,,
chart_180_advanced_bar,original,0.0,0.25,16.666666666666664,50.0,,,
chart_146_complex_line,original,0.0,0.0,0.0,50.0,,,
chart_072_advanced_line,original,0.0,0.6,50.0,100.0,,,
chart_056_medium_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_151_complex_line,original,0.0,0.36363636363636365,36.36363636363637,100.0,,,
chart_015_complex_line,original,0.0,0.2727272727272727,0.0,100.0,,,
chart_047_complex_bar,original,0.0,0.0,0.0,25.0,,,
chart_090_complex_area,original,0.0,0.36363636363636365,27.27272727272727,100.0,,,
chart_073_medium_area,original,0.0,0.3333333333333333,33.33333333333333,25.0,,,
chart_139_medium_bar,original,0.0,0.0,0.0,25.0,,,
chart_018_complex_line,original,0.0,0.18181818181818182,9.090909090909092,100.0,,,
chart_094_complex_scatter,original,0.0,0.0,0.0,100.0,,,
chart_029_medium_pie,original,0.0,0.0,0.0,100.0,,,
chart_135_medium_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_115_medium_line,original,0.0,0.6666666666666666,33.33333333333333,100.0,,,
chart_009_complex_bar,original,0.0,0.3272727272727273,81.81818181818183,12.5,,,
chart_065_advanced_pie,original,0.0,0.0,0.0,100.0,,,
chart_178_advanced_scatter,original,0.0,0.6,30.0,100.0,,,
chart_086_medium_bar,original,0.0,0.0,0.0,25.0,,,
chart_089_medium_scatter,original,0.0,0.0,0.0,94.44444444444444,,,
chart_022_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_095_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_182_advanced_pie,original,0.0,0.0,0.0,100.0,,,
chart_191_medium_line,original,0.0,0.20000000000000004,10.0,100.0,,,
chart_084_medium_pie,original,0.0,0.0,0.0,100.0,,,
chart_181_complex_pie,original,0.0,0.0,0.0,100.0,,,
chart_037_complex_scatter,original,0.0,0.0,0.0,83.33333333333333,,,
chart_168_advanced_line,original,0.0,0.21428571428571427,0.0,100.0,,,
chart_085_advanced_scatter,original,0.0,0.09090909090909091,0.0,100.0,,,
chart_185_complex_area,original,0.0,0.20000000000000004,0.0,50.0,,,
chart_038_medium_line,original,0.0,0.5714285714285714,57.14285714285714,100.0,,,
chart_001_medium_bar,original,0.0,0.0,0.0,25.0,,,
chart_069_advanced_line,original,0.0,0.29411764705882354,36.36363636363637,73.91304347826086,,,
chart_148_advanced_scatter,original,0.0,0.0,0.0,96.66666666666667,,,
chart_112_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_054_medium_bar,original,0.0,0.0,0.0,25.0,,,
chart_105_complex_bar,original,0.0,0.0,0.0,12.5,,,
chart_188_complex_line,original,0.0,0.09090909090909091,0.0,100.0,,,
chart_164_advanced_line,original,0.0,0.10000000000000002,10.0,100.0,,,
chart_048_complex_bar,original,0.0,0.0,0.0,22.916666666666664,,,
chart_141_medium_scatter,original,0.0,0.0,0.0,85.0,,,
chart_198_medium_bar,original,0.0,0.0,0.0,25.0,,,
chart_152_complex_line,original,0.0,0.08333333333333333,8.333333333333332,100.0,,,
chart_127_complex_line,original,0.0,0.2727272727272727,9.090909090909092,100.0,,,
chart_057_medium_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_053_complex_bar,original,0.0,0.0,0.0,16.0,,,
chart_021_medium_bar,original,0.0,0.0,0.0,28.57142857142857,,,
chart_005_complex_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_006_advanced_scatter,original,0.0,0.16666666666666666,8.333333333333332,100.0,,,
chart_106_medium_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_149_complex_line,original,0.0,0.3,10.0,100.0,,,
chart_020_medium_scatter,original,0.0,0.0,0.0,87.5,,,
chart_137_medium_bar,original,0.0,0.0,0.0,16.666666666666664,,,
chart_197_complex_area,original,0.0,0.1111111111111111,11.11111111111111,50.0,,,
chart_171_advanced_bar,original,0.0,0.16666666666666666,8.333333333333332,50.0,,,
chart_024_complex_line,original,0.0,0.0,0.0,91.66666666666667,,,
chart_186_medium_line,original,0.0,0.42857142857142855,42.857142857142854,100.0,,,
chart_033_medium_line,original,0.0,0.2857142857142857,14.285714285714285,100.0,,,
chart_055_complex_line,original,0.0,0.0,0.0,12.5,,,
chart_060_advanced_bar,original,0.0,0.0,0.0,50.0,,,
chart_068_medium_scatter,original,0.0,0.0,0.0,92.85714285714286,,,
chart_187_complex_scatter,original,0.0,0.0,0.0,100.0,,,
chart_179_advanced_bar_rotation_low,perturbation,0.0,0.23076923076923078,7.6923076923076925,50.0,chart_179,rotation,low
chart_156_complex_bar_rotation_high,perturbation,0.0,0.0,0.0,12.5,chart_156,rotation,high
chart_062_advanced_line_legend_corruption_medium,perturbation,0.0,0.24000000000000002,23.076923076923077,96.15384615384616,chart_062,corruption,medium
chart_123_medium_line_brightness_shift_medium,perturbation,0.0,0.1111111111111111,11.11111111111111,100.0,chart_123,shift,medium
chart_016_medium_area_brightness_shift_medium,perturbation,0.0,0.5555555555555556,33.33333333333333,50.0,chart_016,shift,medium
chart_064_complex_pie_gaussian_blur_high,perturbation,0.0,0.0,0.0,100.0,chart_064,blur,high
chart_036_advanced_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,20.833333333333336,chart_036,blur,medium
chart_177_complex_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,12.5,chart_177,blur,medium
chart_007_complex_line_brightness_shift_high,perturbation,0.0,0.20000000000000004,20.0,100.0,chart_007,shift,high
chart_111_medium_line_brightness_shift_medium,perturbation,0.0,0.0,0.0,75.0,chart_111,shift,medium
chart_032_advanced_scatter_rotation_medium,perturbation,0.0,0.0,0.0,82.14285714285714,chart_032,rotation,medium
chart_158_medium_bar_random_blocks_medium,perturbation,0.0,0.0,0.0,0.0,chart_158,blocks,medium
chart_067_advanced_scatter_random_blocks_medium,perturbation,0.0,0.36363636363636365,36.36363636363637,100.0,chart_067,blocks,medium
chart_002_medium_line_gaussian_blur_medium,perturbation,0.0,0.3,10.0,100.0,chart_002,blur,medium
chart_093_complex_area_brightness_shift_medium,perturbation,0.0,0.2222222222222222,11.11111111111111,50.0,chart_093,shift,medium
chart_092_advanced_scatter_gaussian_blur_medium,perturbation,0.0,0.3333333333333333,6.666666666666667,100.0,chart_092,blur,medium
chart_066_advanced_bar_random_blocks_medium,perturbation,0.0,0.3076923076923077,15.384615384615385,50.0,chart_066,blocks,medium
chart_104_advanced_line_rotation_medium,perturbation,0.0,0.35714285714285715,21.428571428571427,100.0,chart_104,rotation,medium
chart_125_medium_bar_rotation_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_125,rotation,medium
chart_129_complex_bar_brightness_shift_low,perturbation,0.0,0.0,0.0,12.5,chart_129,shift,low
chart_200_complex_pie_random_blocks_medium,perturbation,0.0,0.10000000000000002,10.0,100.0,chart_200,blocks,medium
chart_074_complex_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_074,blur,medium
chart_098_complex_bar_rotation_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_098,rotation,medium
chart_010_advanced_pie_gaussian_blur_high,perturbation,0.0,0.0,0.0,100.0,chart_010,blur,high
chart_131_complex_bar_legend_corruption_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_131,corruption,medium
chart_101_complex_pie_brightness_shift_medium,perturbation,0.0,0.0,0.0,100.0,chart_101,shift,medium
chart_107_medium_scatter_brightness_shift_medium,perturbation,0.0,0.0,0.0,93.75,chart_107,shift,medium
chart_102_medium_line_rotation_medium,perturbation,0.0,0.0,0.0,66.66666666666666,chart_102,rotation,medium
chart_050_medium_pie_brightness_shift_low,perturbation,0.0,0.0,0.0,100.0,chart_050,shift,low
chart_025_medium_bar_legend_corruption_medium,perturbation,0.0,0.0,0.0,25.0,chart_025,corruption,medium
chart_023_medium_scatter_gaussian_blur_medium,perturbation,0.0,0.0,0.0,85.0,chart_023,blur,medium
chart_175_advanced_bar_legend_corruption_medium,perturbation,0.0,0.32786885245901637,81.81818181818183,11.0,chart_175,corruption,medium
chart_199_advanced_pie_legend_corruption_medium,perturbation,0.0,0.0,0.0,100.0,chart_199,corruption,medium
chart_064_complex_pie_rotation_low,perturbation,0.0,0.0,0.0,100.0,chart_064,rotation,low
chart_096_medium_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,25.0,chart_096,blur,medium
chart_190_advanced_line_rotation_high,perturbation,0.0,0.13333333333333333,6.666666666666667,100.0,chart_190,rotation,high
chart_064_complex_pie_gaussian_blur_low,perturbation,0.0,0.0,0.0,100.0,chart_064,blur,low
chart_070_medium_bar_random_blocks_medium,perturbation,0.0,0.0,0.0,0.0,chart_070,blocks,medium
chart_123_medium_line_gaussian_blur_medium,perturbation,0.0,0.6666666666666666,66.66666666666666,100.0,chart_123,blur,medium
chart_023_medium_scatter_brightness_shift_medium,perturbation,0.0,0.0,0.0,90.0,chart_023,shift,medium
chart_101_complex_pie_gaussian_blur_medium,perturbation,0.0,0.0,0.0,100.0,chart_101,blur,medium
chart_145_medium_bar_rotation_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_145,rotation,medium
chart_042_medium_bar_brightness_shift_high,perturbation,0.0,0.0,0.0,16.666666666666664,chart_042,shift,high
chart_012_advanced_line_rotation_medium,perturbation,0.0,0.0,0.0,86.66666666666667,chart_012,rotation,medium
chart_034_medium_line_brightness_shift_medium,perturbation,0.0,0.42857142857142855,0.0,100.0,chart_034,shift,medium
chart_034_medium_line_brightness_shift_low,perturbation,0.0,0.38095238095238093,0.0,75.0,chart_034,shift,low
chart_162_complex_bar_gaussian_blur_high,perturbation,0.0,0.3,30.0,50.0,chart_162,blur,high
chart_183_complex_bar_rotation_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_183,rotation,medium
chart_128_complex_bar_random_blocks_medium,perturbation,0.0,0.0,0.0,14.0625,chart_128,blocks,medium
chart_158_medium_bar_brightness_shift_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_158,shift,medium
chart_122_advanced_scatter_gaussian_blur_medium,perturbation,0.0,1.0,83.33333333333334,100.0,chart_122,blur,medium
chart_156_complex_bar_brightness_shift_high,perturbation,0.0,0.0,0.0,12.5,chart_156,shift,high
chart_019_advanced_scatter_rotation_medium,perturbation,0.0,0.0,0.0,80.0,chart_019,rotation,medium
chart_043_medium_pie_random_blocks_medium,perturbation,0.0,0.0,0.0,100.0,chart_043,blocks,medium
chart_136_medium_bar_brightness_shift_medium,perturbation,0.0,0.0,0.0,16.666666666666664,chart_136,shift,medium
chart_195_advanced_pie_gaussian_blur_high,perturbation,0.0,0.0,0.0,100.0,chart_195,blur,high
chart_072_advanced_line_rotation_medium,perturbation,0.0,0.7,60.0,50.0,chart_072,rotation,medium
chart_126_complex_line_legend_corruption_medium,perturbation,0.0,0.5,12.5,100.0,chart_126,corruption,medium
chart_007_complex_line_legend_corruption_medium,perturbation,0.0,0.33333333333333326,20.0,90.0,chart_007,corruption,medium
chart_050_medium_pie_rotation_medium,perturbation,0.0,0.0,0.0,100.0,chart_050,rotation,medium
chart_194_medium_line_brightness_shift_medium,perturbation,0.0,0.125,12.5,100.0,chart_194,shift,medium
chart_104_advanced_line_legend_corruption_medium,perturbation,0.0,0.14285714285714285,0.0,100.0,chart_104,corruption,medium
chart_045_complex_bar_random_blocks_medium,perturbation,0.0,0.36363636363636365,27.27272727272727,50.0,chart_045,blocks,medium
chart_019_advanced_scatter_random_blocks_medium,perturbation,0.0,0.0,0.0,80.0,chart_019,blocks,medium
chart_153_advanced_pie_legend_corruption_medium,perturbation,0.0,0.0,0.0,100.0,chart_153,corruption,medium
chart_136_medium_bar_legend_corruption_medium,perturbation,0.0,0.0,0.0,19.444444444444446,chart_136,corruption,medium
chart_013_advanced_bar_legend_corruption_medium,perturbation,0.0,0.07692307692307693,7.6923076923076925,50.0,chart_013,corruption,medium
chart_190_advanced_line_rotation_low,perturbation,0.0,0.3333333333333333,26.666666666666668,100.0,chart_190,rotation,low
chart_027_complex_area_random_blocks_medium,perturbation,0.0,0.0,0.0,0.0,chart_027,blocks,medium
chart_090_complex_area_brightness_shift_medium,perturbation,0.0,0.5454545454545454,36.36363636363637,100.0,chart_090,shift,medium
chart_192_complex_line_legend_corruption_medium,perturbation,0.0,0.0,0.0,90.90909090909092,chart_192,corruption,medium
chart_122_advanced_scatter_brightness_shift_high,perturbation,0.0,1.0,83.33333333333334,100.0,chart_122,shift,high
chart_016_medium_area_gaussian_blur_medium,perturbation,0.0,0.5555555555555556,33.33333333333333,50.0,chart_016,blur,medium
chart_193_medium_line_random_blocks_medium,perturbation,0.0,0.3333333333333333,16.666666666666664,100.0,chart_193,blocks,medium
chart_096_medium_bar_rotation_medium,perturbation,0.0,0.0,0.0,25.0,chart_096,rotation,medium
chart_162_complex_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,12.5,chart_162,blur,medium
chart_120_complex_pie_rotation_low,perturbation,0.0,0.0,0.0,100.0,chart_120,rotation,low
chart_169_medium_scatter_gaussian_blur_medium,perturbation,0.0,0.0,0.0,85.71428571428572,chart_169,blur,medium
chart_003_medium_bar_brightness_shift_high,perturbation,0.0,0.0,0.0,31.25,chart_003,shift,high
chart_109_advanced_bar_brightness_shift_high,perturbation,0.0,0.9655172413793104,60.0,46.666666666666664,chart_109,shift,high
chart_175_advanced_bar_random_blocks_medium,perturbation,0.0,0.09090909090909091,0.0,50.0,chart_175,blocks,medium
chart_163_complex_scatter_brightness_shift_medium,perturbation,0.0,0.0,0.0,100.0,chart_163,shift,medium
chart_015_complex_line_random_blocks_medium,perturbation,0.0,0.0,0.0,50.0,chart_015,blocks,medium
chart_091_advanced_pie_brightness_shift_medium,perturbation,0.0,0.0,0.0,100.0,chart_091,shift,medium
chart_013_advanced_bar_rotation_high,perturbation,0.0,0.15384615384615385,15.384615384615385,50.0,chart_013,rotation,high
chart_102_medium_line_gaussian_blur_low,perturbation,0.0,0.0,0.0,66.66666666666666,chart_102,blur,low
chart_030_medium_bar_gaussian_blur_low,perturbation,0.0,0.0,0.0,25.0,chart_030,blur,low
chart_045_complex_bar_brightness_shift_high,perturbation,0.0,0.0,0.0,16.666666666666664,chart_045,shift,high
chart_014_complex_bar_brightness_shift_medium,perturbation,0.0,0.0,0.0,12.5,chart_014,shift,medium
chart_077_complex_area_legend_corruption_medium,perturbation,0.0,0.08333333333333333,0.0,50.0,chart_077,corruption,medium
chart_045_complex_bar_legend_corruption_medium,perturbation,0.0,0.43902439024390244,81.81818181818183,18.333333333333332,chart_045,corruption,medium
chart_179_advanced_bar_random_blocks_medium,perturbation,0.0,0.38461538461538464,15.384615384615385,50.0,chart_179,blocks,medium
chart_093_complex_area_gaussian_blur_medium,perturbation,0.0,0.3333333333333333,11.11111111111111,50.0,chart_093,blur,medium
chart_156_complex_bar_brightness_shift_low,perturbation,0.0,0.0,0.0,12.5,chart_156,shift,low
chart_098_complex_bar_legend_corruption_medium,perturbation,0.0,0.0,0.0,18.333333333333332,chart_098,corruption,medium
chart_121_complex_scatter_gaussian_blur_medium,perturbation,0.0,0.0,0.0,100.0,chart_121,blur,medium
chart_179_advanced_bar_rotation_high,perturbation,0.0,0.38461538461538464,23.076923076923077,50.0,chart_179,rotation,high
chart_189_medium_pie_brightness_shift_low,perturbation,0.0,0.0,0.0,100.0,chart_189,shift,low
chart_076_medium_area_brightness_shift_high,perturbation,0.0,0.5714285714285714,42.857142857142854,50.0,chart_076,shift,high
chart_162_complex_bar_legend_corruption_medium,perturbation,0.0,0.24,60.0,12.5,chart_162,corruption,medium
chart_196_advanced_scatter_rotation_high,perturbation,0.0,0.0,0.0,100.0,chart_196,rotation,high
chart_093_complex_area_rotation_low,perturbation,0.0,0.4444444444444444,22.22222222222222,50.0,chart_093,rotation,low
chart_119_advanced_pie_random_blocks_medium,perturbation,0.0,0.0,0.0,100.0,chart_119,blocks,medium
chart_195_advanced_pie_rotation_high,perturbation,0.0,0.0,0.0,100.0,chart_195,rotation,high
chart_011_medium_scatter_rotation_high,perturbation,0.0,0.0,0.0,85.71428571428572,chart_011,rotation,high
chart_140_medium_scatter_gaussian_blur_medium,perturbation,0.0,0.0,0.0,91.66666666666667,chart_140,blur,medium
chart_114_advanced_line_brightness_shift_medium,perturbation,0.0,0.15384615384615385,15.384615384615385,100.0,chart_114,shift,medium
chart_108_medium_bar_rotation_medium,perturbation,0.0,0.0,0.0,25.0,chart_108,rotation,medium
chart_128_complex_bar_gaussian_blur_medium,perturbation,0.0,0.0,0.0,12.5,chart_128,blur,medium
chart_002_medium_bar_rotation_medium,perturbation,0.0,0.0,0.0,27.77777777777778,chart_002,rotation,medium
chart_028_advanced_area_rotation_low,perturbation,0.0,0.0,0.0,25.0,chart_028,rotation,low
chart_165_advanced_pie_rotation_medium,perturbation,0.0,0.0,0.0,100.0,chart_165,rotation,medium
chart_179_advanced_bar_gaussian_blur_high,perturbation,0.0,0.38461538461538464,23.076923076923077,50.0,chart_179,blur,high
chart_189_medium_pie_rotation_high,perturbation,0.0,0.0,0.0,100.0,chart_189,rotation,high
chart_158_medium_bar_rotation_low,perturbation,0.0,0.0,0.0,16.666666666666664,chart_158,rotation,low
chart_082_complex_line_rotation_high,perturbation,0.0,0.2727272727272727,9.090909090909092,100.0,chart_082,rotation,high
chart_073_medium_area_rotation_medium,perturbation,0.0,0.4444444444444444,50.0,25.0,chart_073,rotation,medium
chart_113_complex_bar_gaussian_blur_high,perturbation,0.0,0.0,0.0,16.666666666666664,chart_113,blur,high
chart_147_complex_pie_brightness_shift_high,perturbation,0.0,0.0,0.0,100.0,chart_147,shift,high
chart_050_medium_pie_brightness_shift_high,perturbation,0.0,0.0,0.0,100.0,chart_050,shift,high
chart_063_medium_line_gaussian_blur_medium,perturbation,0.0,0.0,0.0,75.0,chart_063,blur,medium
