extraction_id,extraction_type,chart_title,chart_type,extraction_confidence,data_completeness,extracted_data_points,extraction_timestamp,response_time,original_chart_id,perturbation_type,perturbation_intensity,validation_is_valid,validation_warnings,validation_errors,ground_truth_data_points
chart_082_complex_line,original,Sensor Measurements Overtime - (Scientific Research),line,medium,partial,11,2025-06-21T15:35:24.004780,12.72767972946167,chart_082_complex_line,none,none,True,0,0,0
chart_093_complex_area,original,Correlation Analysis - (Scientific Research),line,medium,partial,9,2025-06-21T15:35:33.835397,8.82928991317749,chart_093_complex_area,none,none,True,0,0,0
chart_134_advanced_scatter,original,Sector Comparison - (Financial Analysis),scatter,high,complete,11,2025-06-21T15:35:46.935242,12.084819078445435,chart_134_advanced_scatter,none,none,True,0,11,0
chart_030_medium_bar,original,Product Line Profitability - (Business Analytics),grouped_bar,high,complete,12,2025-06-21T15:35:58.452559,10.503647565841675,chart_030_medium_bar,none,none,True,0,0,0
chart_059_advanced_bar,original,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,55,2025-06-21T15:36:20.389776,20.931702375411987,chart_059_advanced_bar,none,none,True,0,0,0
chart_087_complex_scatter,original,Multi Variable Relationship - (Scientific Research),scatter,high,complete,9,2025-06-21T15:36:31.768297,10.371933460235596,chart_087_complex_scatter,none,none,True,0,9,0
chart_104_advanced_line,original,Economic Indicators - (Financial Analysis),line,high,partial,14,2025-06-21T15:36:51.087868,18.305181980133057,chart_104_advanced_line,none,none,True,0,0,0
chart_008_complex_pie,original,Quarterly Performance Dashboard - (Business Analytics),pie,high,complete,12,2025-06-21T15:37:03.251722,11.159696817398071,chart_008_complex_pie,none,none,True,0,0,0
chart_129_complex_bar,original,Investment Allocation - (Financial Analysis),grouped_bar,high,complete,40,2025-06-21T15:37:28.184827,23.929198026657104,chart_129_complex_bar,none,none,True,0,0,0
chart_113_complex_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,23,2025-06-21T15:37:42.769716,13.565828800201416,chart_113_complex_bar,none,none,True,0,0,0
chart_071_advanced_bar,original,Multi Variable Relationship - (Scientific Research),grouped_bar,medium,complete,68,2025-06-21T15:39:46.535631,122.74883842468262,chart_071_advanced_bar,none,none,True,0,0,0
chart_122_advanced_scatter,original,Portfolio Performance Tracking - (Financial Analysis),scatter,medium,complete,12,2025-06-21T15:39:58.424104,10.885749816894531,chart_122_advanced_scatter,none,none,True,0,0,0
chart_109_advanced_bar,original,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,high,complete,56,2025-06-21T15:41:27.076413,87.64646887779236,chart_109_advanced_bar,none,none,True,0,0,0
chart_077_complex_area,original,Sensor Measurements Overtime - (Scientific Research),line,medium,partial,12,2025-06-21T15:41:38.485405,10.401124000549316,chart_077_complex_area,none,none,True,0,0,0
chart_144_complex_bar,original,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,high,complete,27,2025-06-21T15:41:58.536193,19.041289806365967,chart_144_complex_bar,none,none,True,0,0,0
chart_062_advanced_line,original,Treatment Efficacy Analysis - (Scientific Research),line,high,complete,13,2025-06-21T15:42:07.501752,7.9528913497924805,chart_062_advanced_line,none,none,True,0,0,0
chart_098_complex_bar,original,Correlation Analysis - (Scientific Research),grouped_bar,high,complete,33,2025-06-21T15:42:28.919654,20.411722898483276,chart_098_complex_bar,none,none,True,0,0,0
chart_194_medium_line,original,Supply Chain Performance - (Operational Metrics),line,high,complete,8,2025-06-21T15:42:36.662245,6.732449769973755,chart_194_medium_line,none,none,True,0,0,0
chart_108_medium_bar,original,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,high,complete,20,2025-06-21T15:42:48.935562,11.264995813369751,chart_108_medium_bar,none,none,True,0,0,0
chart_124_medium_scatter,original,Risk Return Analysis - (Financial Analysis),scatter,medium,complete,6,2025-06-21T15:42:56.304303,6.349239110946655,chart_124_medium_scatter,none,none,True,0,6,0
chart_041_medium_line,original,Regional Sales Comparison - (Business Analytics),line,high,complete,16,2025-06-21T15:43:06.241113,8.931421995162964,chart_041_medium_line,none,none,True,0,0,0
chart_001_complex_bar,original,Product Line Profitability - (Business Analytics),grouped_bar,high,complete,27,2025-06-21T15:43:25.936858,18.693737506866455,chart_001_complex_bar,none,none,True,0,0,0
chart_200_complex_pie,original,Production Efficiency - (Operational Metrics),pie,high,complete,10,2025-06-21T15:43:32.884027,5.9415037631988525,chart_200_complex_pie,none,none,True,0,0,0
chart_193_medium_line,original,Resource Utilization - (Operational Metrics),line,high,complete,12,2025-06-21T15:43:43.200162,9.311033010482788,chart_193_medium_line,none,none,True,0,0,0
chart_014_complex_bar,original,Regional Sales Comparison - (Business Analytics),grouped_bar,high,complete,32,2025-06-21T15:44:02.269052,18.05531334877014,chart_014_complex_bar,none,none,True,0,0,0
chart_128_complex_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,36,2025-06-21T15:44:24.086616,20.806179523468018,chart_128_complex_bar,none,none,True,0,0,0
chart_117_medium_line,original,Sector Comparison - (Financial Analysis),line,medium,partial,6,2025-06-21T15:44:31.255009,6.148858070373535,chart_117_medium_line,none,none,True,0,0,0
chart_116_advanced_pie,original,Portfolio Performance Tracking - (Financial Analysis),pie,high,complete,14,2025-06-21T15:44:42.217757,9.958504676818848,chart_116_advanced_pie,none,none,True,0,0,0
chart_142_complex_line,original,Economic Indicators - (Financial Analysis),line,low,partial,10,2025-06-21T15:44:49.836094,6.613945960998535,chart_142_complex_line,none,none,True,0,0,0
chart_165_advanced_pie,original,Quality Control Metrics - (Operational Metrics),pie,high,complete,15,2025-06-21T15:45:02.052316,11.202483177185059,chart_165_advanced_pie,none,none,True,0,0,0
chart_078_complex_bar,original,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,48,2025-06-21T15:45:22.308821,19.24533224105835,chart_078_complex_bar,none,none,True,0,0,0
chart_118_medium_line,original,Economic Indicators - (Financial Analysis),line,medium,complete,6,2025-06-21T15:45:29.852294,6.541391134262085,chart_118_medium_line,none,none,True,0,0,0
chart_017_complex_scatter,original,Regional Sales Comparison - (Business Analytics),scatter,medium,complete,8,2025-06-21T15:45:40.540368,9.677481412887573,chart_017_complex_scatter,none,none,True,0,8,0
chart_012_advanced_line,original,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,12,2025-06-21T15:45:51.340830,9.79817271232605,chart_012_advanced_line,none,none,True,0,0,0
chart_177_complex_bar,original,Service Level Agreement - (Operational Metrics),grouped_bar,high,complete,48,2025-06-21T15:46:20.735529,28.392582416534424,chart_177_complex_bar,none,none,True,0,0,0
chart_140_medium_scatter,original,Sector Comparison - (Financial Analysis),scatter,high,complete,5,2025-06-21T15:46:27.709465,5.970015525817871,chart_140_medium_scatter,none,none,True,0,5,0
chart_143_medium_pie,original,Investment Allocation - (Financial Analysis),pie,high,complete,6,2025-06-21T15:46:33.754775,5.042467355728149,chart_143_medium_pie,none,none,True,0,0,0
chart_063_medium_line,original,Experimental Results Comparison - (Scientific Research),line,high,complete,16,2025-06-21T15:46:44.486070,9.721609592437744,chart_063_medium_line,none,none,True,0,0,0
chart_160_complex_bar,original,Supply Chain Performance - (Operational Metrics),grouped_bar,high,complete,32,2025-06-21T15:47:02.169624,16.680911540985107,chart_160_complex_bar,none,none,True,0,0,0
chart_111_medium_line,original,Portfolio Performance Tracking - (Financial Analysis),line,high,complete,20,2025-06-21T15:47:13.886617,10.714897871017456,chart_111_medium_line,none,none,True,0,0,0
chart_044_medium_bar,original,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8,2025-06-21T15:47:22.069050,7.176267385482788,chart_044_medium_bar,none,none,True,0,0,0
chart_099_medium_line,original,Multi Variable Relationship - (Scientific Research),line,medium,partial,6,2025-06-21T15:47:30.052947,6.980189323425293,chart_099_medium_line,none,none,True,0,0,0
chart_132_complex_bar,original,Investment Allocation - (Financial Analysis),grouped_bar,high,complete,27,2025-06-21T15:47:50.010786,18.95530867576599,chart_132_complex_bar,none,none,True,0,0,0
chart_052_advanced_area,original,Experimental Results Comparison - (Scientific Research),line,high,complete,14,2025-06-21T15:49:12.687480,81.67287945747375,chart_052_advanced_area,none,none,True,0,14,0
chart_138_complex_bar,original,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,high,complete,40,2025-06-21T15:49:31.919849,18.224949836730957,chart_138_complex_bar,none,none,True,0,0,0
chart_110_complex_area,original,Risk Return Analysis - (Financial Analysis),line,medium,complete,8,2025-06-21T15:49:40.129529,7.193080902099609,chart_110_complex_area,none,none,True,0,0,0
chart_121_complex_scatter,original,Investment Allocation - (Financial Analysis),scatter,high,complete,10,2025-06-21T15:49:52.453444,11.317004203796387,chart_121_complex_scatter,none,none,True,0,10,0
chart_170_complex_line,original,Service Level Agreement - (Operational Metrics),line,medium,partial,12,2025-06-21T15:50:01.753929,8.294804334640503,chart_170_complex_line,none,none,True,0,0,0
chart_119_advanced_pie,original,Economic Indicators - (Financial Analysis),pie,high,complete,15,2025-06-21T15:50:10.335705,7.562173128128052,chart_119_advanced_pie,none,none,True,0,0,0
chart_176_medium_pie,original,Resource Utilization - (Operational Metrics),pie,high,complete,9,2025-06-21T15:50:17.713349,6.370701551437378,chart_176_medium_pie,none,none,True,0,0,0
chart_031_complex_bar,original,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24,2025-06-21T15:50:40.087208,21.371509313583374,chart_031_complex_bar,none,none,True,0,0,0
chart_125_medium_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,medium,complete,30,2025-06-21T15:51:03.846626,22.756566047668457,chart_125_medium_bar,none,none,True,0,0,0
chart_145_medium_bar,original,Portfolio Performance Tracking - (Financial Analysis),grouped_bar,medium,complete,27,2025-06-21T15:51:21.469311,16.61664080619812,chart_145_medium_bar,none,none,True,0,0,0
chart_080_medium_pie,original,Correlation Analysis - (Scientific Research),pie,high,complete,7,2025-06-21T15:51:28.715433,6.2298290729522705,chart_080_medium_pie,none,none,True,0,0,0
chart_175_advanced_bar,original,Resource Utilization - (Operational Metrics),grouped_bar,high,complete,55,2025-06-21T15:51:49.786151,20.06922698020935,chart_175_advanced_bar,none,none,True,0,0,0
chart_061_complex_bar,original,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,27,2025-06-21T15:52:04.404401,13.607655048370361,chart_061_complex_bar,none,none,True,0,0,0
chart_081_complex_scatter,original,Sensor Measurements Overtime - (Scientific Research),scatter,high,complete,10,2025-06-21T15:52:12.769693,7.352015495300293,chart_081_complex_scatter,none,none,True,0,10,0
chart_107_medium_scatter,original,Economic Indicators - (Financial Analysis),scatter,medium,complete,5,2025-06-21T15:52:49.386505,35.598814249038696,chart_107_medium_scatter,none,none,True,0,5,0
chart_100_complex_area,original,Sensor Measurements Overtime - (Scientific Research),line,medium,partial,11,2025-06-21T15:52:57.652567,7.255387783050537,chart_100_complex_area,none,none,True,0,0,0
chart_155_advanced_pie,original,Supply Chain Performance - (Operational Metrics),pie,high,complete,14,2025-06-21T15:53:07.726603,9.070032835006714,chart_155_advanced_pie,none,none,True,0,0,0
chart_070_medium_bar,original,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,16,2025-06-21T15:53:17.003628,8.270703554153442,chart_070_medium_bar,none,none,True,0,0,0
chart_025_medium_bar,original,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,12,2025-06-21T15:53:26.715091,8.710334539413452,chart_025_medium_bar,none,none,True,0,0,0
chart_184_complex_bar,original,Production Efficiency - (Operational Metrics),grouped_bar,high,complete,28,2025-06-21T15:53:41.486799,13.769787549972534,chart_184_complex_bar,none,none,True,0,0,0
chart_150_medium_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,medium,complete,30,2025-06-21T15:53:56.954339,14.451473951339722,chart_150_medium_bar,none,none,True,0,0,0
chart_049_advanced_bar,original,Product Line Profitability - (Business Analytics),grouped_bar,high,complete,55,2025-06-21T15:54:20.869831,22.906233072280884,chart_049_advanced_bar,none,none,True,0,0,0
chart_166_medium_bar,original,Resource Utilization - (Operational Metrics),grouped_bar,high,complete,12,2025-06-21T15:54:31.020357,9.146965265274048,chart_166_medium_bar,none,none,True,0,0,0
chart_101_complex_pie,original,Investment Allocation - (Financial Analysis),pie,high,complete,9,2025-06-21T15:54:38.846037,6.817192792892456,chart_101_complex_pie,none,none,True,0,0,0
chart_003_advanced_pie,original,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,10,2025-06-21T15:54:47.536524,7.682528257369995,chart_003_advanced_pie,none,none,True,0,0,0
chart_103_complex_scatter,original,Risk Return Analysis - (Financial Analysis),scatter,high,complete,11,2025-06-21T15:54:56.370577,7.823274374008179,chart_103_complex_scatter,none,none,True,0,11,0
chart_027_complex_area,original,Regional Sales Comparison - (Business Analytics),line,medium,complete,32,2025-06-21T15:55:12.646640,15.271332740783691,chart_027_complex_area,none,none,True,0,0,0
chart_183_complex_bar,original,Supply Chain Performance - (Operational Metrics),grouped_bar,high,complete,27,2025-06-21T15:55:33.924495,20.270743131637573,chart_183_complex_bar,none,none,True,0,0,0
chart_097_medium_line,original,Treatment Efficacy Analysis - (Scientific Research),line,high,complete,14,2025-06-21T15:55:47.886588,12.956163167953491,chart_097_medium_line,none,none,True,0,0,0
chart_096_medium_bar,original,Multi Variable Relationship - (Scientific Research),grouped_bar,high,complete,12,2025-06-21T15:55:56.836325,7.936777114868164,chart_096_medium_bar,none,none,True,0,0,0
chart_172_medium_bar,original,Supply Chain Performance - (Operational Metrics),grouped_bar,high,complete,30,2025-06-21T15:56:11.870302,14.025408029556274,chart_172_medium_bar,none,none,True,0,0,0
chart_130_complex_bar,original,Investment Allocation - (Financial Analysis),grouped_bar,high,complete,40,2025-06-21T15:56:33.253817,20.376842975616455,chart_130_complex_bar,none,none,True,0,0,0
chart_174_complex_line,original,Resource Utilization - (Operational Metrics),line,medium,complete,10,2025-06-21T15:56:42.154038,7.897156000137329,chart_174_complex_line,none,none,True,0,0,0
chart_199_advanced_pie,original,Supply Chain Performance - (Operational Metrics),pie,high,complete,13,2025-06-21T15:56:51.306976,8.147712230682373,chart_199_advanced_pie,none,none,True,0,0,0
chart_133_medium_line,original,Investment Allocation - (Financial Analysis),line,medium,partial,10,2025-06-21T15:56:58.823202,6.513538837432861,chart_133_medium_line,none,none,True,0,0,0
chart_154_medium_area,original,Service Level Agreement - (Operational Metrics),line,medium,complete,10,2025-06-21T15:57:07.946977,8.110435724258423,chart_154_medium_area,none,none,True,0,0,0
chart_123_medium_line,original,Investment Allocation - (Financial Analysis),line,medium,complete,9,2025-06-21T15:57:17.169789,8.214968204498291,chart_123_medium_line,none,none,True,0,0,0
chart_032_advanced_scatter,original,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,9,2025-06-21T15:57:28.006884,9.832012414932251,chart_032_advanced_scatter,none,none,True,0,9,0
chart_046_medium_line,original,Regional Sales Comparison - (Business Analytics),line,high,complete,6,2025-06-21T15:57:35.913292,6.903435468673706,chart_046_medium_line,none,none,True,0,0,0
chart_136_medium_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,medium,complete,21,2025-06-21T15:57:46.254414,9.3382887840271,chart_136_medium_bar,none,none,True,0,0,0
chart_173_advanced_line,original,Resource Utilization - (Operational Metrics),line,high,partial,12,2025-06-21T15:57:56.907193,9.648298978805542,chart_173_advanced_line,none,none,True,0,0,0
chart_169_medium_scatter,original,Resource Utilization - (Operational Metrics),scatter,medium,complete,6,2025-06-21T15:58:05.388384,7.476656913757324,chart_169_medium_scatter,none,none,True,0,6,0
chart_131_complex_bar,original,Sector Comparison - (Financial Analysis),grouped_bar,high,complete,27,2025-06-21T15:58:21.753522,15.36330771446228,chart_131_complex_bar,none,none,True,0,0,0
chart_126_complex_line,original,Risk Return Analysis - (Financial Analysis),line,medium,partial,8,2025-06-21T15:58:28.508168,5.7432332038879395,chart_126_complex_line,none,none,True,0,0,0
chart_019_advanced_scatter,original,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,9,2025-06-21T15:58:36.453229,6.943112134933472,chart_019_advanced_scatter,none,none,True,0,0,0
chart_079_complex_bar,original,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,36,2025-06-21T15:58:53.823498,16.361488342285156,chart_079_complex_bar,none,none,True,0,0,0
chart_075_medium_line,original,Sensor Measurements Overtime - (Scientific Research),line,medium,complete,6,2025-06-21T15:59:01.571817,6.733291387557983,chart_075_medium_line,none,none,True,0,0,0
chart_016_medium_area,original,Customer Satisfaction Metrics - (Business Analytics),line,high,complete,9,2025-06-21T15:59:08.303813,5.726128578186035,chart_016_medium_area,none,none,True,0,0,0
chart_066_advanced_bar,original,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,13,2025-06-21T15:59:17.112515,7.804905652999878,chart_066_advanced_bar,none,none,True,0,0,0
chart_051_advanced_area,original,Experimental Results Comparison - (Scientific Research),area,high,complete,37,2025-06-21T16:00:47.687681,89.57363891601562,chart_051_advanced_area,none,none,True,0,0,0
chart_088_complex_bar,original,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,32,2025-06-21T16:01:09.786684,21.091488122940063,chart_088_complex_bar,none,none,True,0,0,0
chart_092_advanced_scatter,original,Multi Variable Relationship - (Scientific Research),scatter,high,complete,15,2025-06-21T16:01:21.571422,10.778502225875854,chart_092_advanced_scatter,none,none,True,0,0,0
chart_039_complex_scatter,original,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,4,2025-06-21T16:01:31.842932,9.263060808181763,chart_039_complex_scatter,none,none,True,0,4,0
chart_091_advanced_pie,original,Multi Variable Relationship - (Scientific Research),pie,high,complete,14,2025-06-21T16:01:42.890613,10.043328046798706,chart_091_advanced_pie,none,none,True,0,0,0
chart_114_advanced_line,original,Economic Indicators - (Financial Analysis),line,medium,partial,13,2025-06-21T16:02:26.570243,42.665199279785156,chart_114_advanced_line,none,none,True,0,0,0
chart_163_complex_scatter,original,Quality Control Metrics - (Operational Metrics),scatter,high,complete,10,2025-06-21T16:02:35.337214,7.761182546615601,chart_163_complex_scatter,none,none,True,0,10,0
chart_157_medium_line,original,Resource Utilization - (Operational Metrics),line,medium,complete,6,2025-06-21T16:02:43.814216,7.470160484313965,chart_157_medium_line,none,none,True,0,6,0
chart_023_medium_scatter,original,Customer Satisfaction Metrics - (Business Analytics),scatter,medium,complete,7,2025-06-21T16:02:53.237139,8.419463634490967,chart_023_medium_scatter,none,none,True,0,7,0
chart_180_advanced_bar,original,Supply Chain Performance - (Operational Metrics),grouped_bar,high,complete,12,2025-06-21T16:04:46.847815,112.60604238510132,chart_180_advanced_bar,none,none,True,0,0,0
chart_146_complex_line,original,Portfolio Performance Tracking - (Financial Analysis),area,medium,complete,9,2025-06-21T16:05:00.053834,12.200034856796265,chart_146_complex_line,none,none,True,0,9,0
chart_072_advanced_line,original,Experimental Results Comparison - (Scientific Research),line,high,complete,10,2025-06-21T16:05:10.141799,9.08244776725769,chart_072_advanced_line,none,none,True,0,0,0
chart_056_medium_bar,original,Multi Variable Relationship - (Scientific Research),grouped_bar,medium,complete,21,2025-06-21T16:05:26.607318,15.460368633270264,chart_056_medium_bar,none,none,True,0,0,0
chart_151_complex_line,original,Supply Chain Performance - (Operational Metrics),line,medium,partial,11,2025-06-21T16:05:35.292623,7.683485746383667,chart_151_complex_line,none,none,True,0,0,0
chart_015_complex_line,original,Customer Satisfaction Metrics - (Business Analytics),line,medium,partial,11,2025-06-21T16:05:43.421116,7.121758222579956,chart_015_complex_line,none,none,True,0,0,0
chart_047_complex_bar,original,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24,2025-06-21T16:06:01.355352,16.93094801902771,chart_047_complex_bar,none,none,True,0,0,0
chart_090_complex_area,original,Experimental Results Comparison - (Scientific Research),area,medium,partial,11,2025-06-21T16:06:11.154514,8.78378677368164,chart_090_complex_area,none,none,True,0,0,0
chart_073_medium_area,original,Sensor Measurements Overtime - (Scientific Research),line,high,complete,12,2025-06-21T16:06:20.338468,8.168992757797241,chart_073_medium_area,none,none,True,0,0,0
chart_139_medium_bar,original,Economic Indicators - (Financial Analysis),grouped_bar,high,complete,12,2025-06-21T16:06:30.706142,9.365283966064453,chart_139_medium_bar,none,none,True,0,0,0
chart_018_complex_line,original,Customer Satisfaction Metrics - (Business Analytics),line,medium,partial,11,2025-06-21T16:06:39.928959,8.210962533950806,chart_018_complex_line,none,none,True,0,0,0
chart_094_complex_scatter,original,Sensor Measurements Overtime - (Scientific Research),scatter,high,complete,12,2025-06-21T16:06:54.574368,13.638236045837402,chart_094_complex_scatter,none,none,True,0,12,0
chart_029_medium_pie,original,Product Line Profitability - (Business Analytics),pie,high,complete,9,2025-06-21T16:07:02.570042,6.990766525268555,chart_029_medium_pie,none,none,True,0,0,0
